engine_load_pct,rpm,oil_pressure_psi,coolant_temp_c,fuel_pressure_kpa,brake_line_pressure_bar,aps_pressure_bar,mileage_km,aps_failure
45.62,1859,45.07,89.3,267.9,7.57,11.83,610545,0
97.81,1996,35.37,108.9,333.4,8.28,12.17,790800,0
52.98,2285,43.59,106.8,400.3,11.87,13.69,427100,0
54.87,2009,27.94,79.5,424.2,7.76,12.37,219706,0
24.91,2166,49.99,82.8,362.9,8.01,11.19,150034,0
27.69,2159,49.85,88.0,311.4,9.09,11.78,537112,0
59.0,1679,52.29,91.7,348.6,9.89,10.94,790722,0
63.91,1987,42.48,88.6,315.3,10.41,11.02,487034,0
11.85,600,51.82,101.9,384.9,6.44,9.37,768653,0
15.94,1308,47.87,79.2,443.2,7.13,12.53,727128,0
94.58,1771,46.9,91.6,423.1,9.71,10.58,171468,0
42.69,1564,47.99,99.0,344.6,8.57,12.02,223723,0
34.34,1119,33.36,115.9,347.2,9.19,12.4,132463,0
63.28,1288,48.32,75.4,298.6,6.89,9.29,479450,0
58.34,2036,48.04,93.3,435.5,7.87,11.18,549390,0
39.86,1454,53.69,87.4,277.9,9.11,15.91,600017,0
90.62,1448,43.57,76.7,265.2,8.25,12.52,77562,0
42.09,1982,56.68,56.9,392.4,6.24,10.19,73320,0
85.76,1914,54.19,89.5,405.3,8.68,13.27,524600,1
41.57,1450,37.22,88.2,426.9,7.0,9.94,340674,0
64.65,2303,48.61,88.9,373.4,8.75,14.24,719976,0
49.78,1647,38.54,100.2,474.1,8.88,13.8,746270,0
88.72,1014,35.32,101.8,386.7,10.3,12.67,132778,0
51.42,2182,38.99,70.6,309.6,8.64,12.83,549923,0
56.23,2242,38.96,88.8,334.7,9.79,13.64,443226,0
94.26,2210,62.54,97.5,340.4,7.37,12.14,531648,0
47.44,1416,34.1,87.6,284.7,9.48,10.41,93394,0
52.35,1870,37.76,91.0,412.7,11.13,14.98,285867,0
21.09,2333,41.11,102.3,279.1,8.87,15.82,117738,0
41.34,1229,50.21,95.0,319.9,9.87,12.28,434195,0
20.78,1577,55.49,105.1,367.2,5.65,14.83,675599,0
11.94,1319,33.35,76.1,349.8,7.5,12.62,685602,0
77.17,968,58.66,96.0,273.1,11.73,13.47,494366,0
24.23,1998,44.95,82.3,392.9,8.69,11.98,609160,0
49.44,2274,39.52,77.9,340.2,8.01,8.31,678889,1
22.41,2020,33.53,97.3,315.0,8.65,13.27,66362,0
58.93,1670,46.22,79.8,325.1,11.01,10.95,665045,0
98.58,2296,46.85,76.4,298.8,8.21,14.42,144986,0
83.46,2700,52.36,105.3,312.8,8.59,9.69,359644,0
38.11,1483,38.92,111.1,343.6,10.44,9.75,705820,0
94.89,1192,44.51,90.7,313.4,7.78,11.46,444483,0
96.72,1843,42.68,86.8,340.8,8.27,12.12,464544,0
69.21,1127,44.09,94.4,361.1,7.85,11.75,673731,0
16.31,1022,35.66,103.8,262.3,9.26,13.09,429952,0
72.65,1353,52.03,97.7,379.8,8.79,9.05,118097,0
13.24,2040,54.2,107.0,342.7,10.16,10.74,110659,0
94.84,2052,50.12,85.6,376.4,10.03,10.46,693704,1
69.13,1211,40.55,103.6,301.3,7.76,13.9,390353,0
33.68,2093,42.23,89.0,273.2,8.29,14.81,317675,0
12.47,1161,40.6,96.6,426.5,6.72,10.36,659857,0
12.43,1591,39.13,93.5,332.6,9.29,9.98,117553,0
29.69,1882,33.13,83.5,390.9,11.31,12.48,788741,0
37.9,1335,51.5,89.0,468.6,9.74,12.74,118129,0
96.62,1636,50.44,85.6,397.2,6.48,11.17,157821,0
10.58,1923,29.98,88.2,435.5,6.92,12.85,394108,0
35.08,1893,41.38,117.5,342.3,8.8,9.64,273811,0
49.09,1589,49.24,73.6,335.2,8.53,17.44,496297,0
27.53,1436,55.57,93.9,339.9,9.07,13.56,799646,0
55.19,2157,43.34,130.0,369.5,7.26,12.25,122339,0
71.37,1699,41.89,95.3,324.7,7.59,12.73,370340,0
75.44,1278,46.71,74.5,330.2,8.56,8.41,642742,1
24.07,2417,46.6,77.4,373.4,7.3,10.02,203339,0
86.08,1290,49.61,83.7,376.5,4.85,15.5,159305,0
83.92,2543,54.36,89.9,309.1,8.86,11.56,306100,0
45.02,1882,48.09,81.1,363.6,9.14,14.27,626729,0
75.05,2643,45.1,86.7,342.9,8.7,11.95,665086,0
22.29,1884,35.56,93.7,354.3,7.06,11.03,348125,0
24.96,1369,36.48,72.2,452.1,9.81,14.82,202873,0
94.56,1978,42.79,90.9,418.9,8.61,11.98,701467,0
37.98,1791,42.98,76.1,337.3,8.51,12.28,430017,0
91.79,2009,50.2,95.3,316.6,8.49,12.66,383729,0
23.6,1698,51.42,96.5,325.7,8.71,10.99,769354,0
49.01,1446,28.36,89.2,299.1,7.98,12.33,759753,0
38.52,1574,52.19,112.5,359.7,8.41,11.0,286239,0
43.14,1973,31.59,89.7,337.0,9.26,11.63,443618,0
84.4,1610,35.05,88.0,351.2,7.83,11.68,662496,0
38.97,1474,35.63,95.6,341.2,10.05,12.23,55175,0
21.77,1385,49.28,97.1,424.6,5.58,11.4,237157,0
24.43,1392,31.79,83.8,376.3,7.86,10.83,700863,0
73.4,1577,42.61,96.3,331.3,9.36,14.22,453247,0
47.7,2934,40.13,100.4,316.3,8.17,12.85,374284,0
23.27,1572,49.98,90.9,300.4,9.47,14.46,256335,0
20.97,2437,57.45,96.1,329.3,8.25,16.47,765165,0
13.61,2159,39.8,87.8,330.9,10.56,14.12,272102,0
66.36,1828,47.66,82.5,246.1,9.81,14.5,759986,0
44.57,1486,55.16,98.0,257.5,9.25,12.65,719756,0
83.42,1008,37.02,84.0,330.8,8.68,13.65,781089,0
39.45,1016,59.21,110.4,287.5,6.57,10.5,527503,0
29.15,1399,43.8,84.1,349.5,8.16,9.4,229666,0
68.04,1314,38.82,100.2,357.3,7.65,9.36,110950,0
32.73,1909,42.89,78.0,308.3,11.46,13.33,549109,0
58.06,1863,46.76,86.0,352.9,10.55,10.15,788898,0
65.0,2013,57.44,81.0,344.3,9.67,16.85,488320,0
86.88,1538,31.21,82.2,401.9,10.21,12.59,129869,0
24.98,1253,44.58,106.5,445.0,7.9,11.75,690205,0
45.05,1529,29.89,79.5,415.2,7.36,13.25,384676,0
46.11,1115,49.97,102.4,373.4,7.97,10.1,54101,0
63.7,1353,43.14,88.7,363.0,7.79,11.63,422658,0
74.45,1988,52.45,90.1,357.1,9.09,12.1,198039,0
20.1,1885,50.2,69.5,391.7,7.7,11.81,607653,0
24.95,2206,37.19,104.2,350.8,6.96,13.07,439955,0
72.72,2883,53.15,81.2,356.9,9.2,10.53,167649,0
67.73,1576,42.85,88.6,347.2,7.75,12.63,538620,0
85.73,929,44.16,98.1,368.0,7.95,11.93,192134,0
97.32,2195,52.74,92.5,398.3,8.5,8.15,156613,0
27.28,1251,43.31,104.0,330.1,8.39,9.94,243012,0
96.31,2186,36.91,87.8,326.7,9.04,13.76,326008,0
58.18,2173,36.45,67.8,346.5,10.86,9.57,162761,0
34.17,1560,64.63,104.2,402.9,8.49,10.39,533018,0
60.57,2336,41.38,95.5,345.1,7.1,11.03,354687,0
13.25,2211,54.1,97.1,399.4,9.59,13.39,234267,0
37.99,1995,52.51,100.8,359.8,9.8,7.27,601573,1
79.28,2105,40.3,80.0,258.4,6.98,16.06,550098,0
15.06,1559,36.83,69.3,292.5,7.31,10.74,774533,0
16.13,1824,42.21,76.3,212.7,6.32,11.55,653996,0
22.68,1952,55.56,67.5,326.4,8.27,13.18,558573,0
85.11,2089,59.77,71.5,397.9,8.28,12.43,226916,0
19.65,1572,44.74,101.9,400.8,10.33,9.9,681351,0
14.65,1423,45.29,92.9,427.6,9.48,9.3,564423,0
60.72,1728,62.62,109.7,298.5,7.86,12.48,164906,0
19.19,1023,42.2,79.8,373.6,9.17,14.6,664866,0
86.19,2494,46.69,89.6,373.7,11.45,11.57,655870,1
48.39,2043,38.06,64.7,359.6,8.42,10.11,93107,0
27.85,1597,47.54,74.7,430.4,8.07,13.26,683043,0
82.09,1591,43.98,83.6,402.1,8.41,11.15,196130,0
27.22,1628,48.69,91.1,348.6,7.94,13.45,163337,0
35.92,1760,34.25,69.0,381.7,9.77,11.38,710810,0
56.04,2282,52.87,60.4,359.1,9.51,8.5,546803,1
31.86,1282,39.17,79.9,300.5,7.87,11.69,749729,0
46.04,2681,49.22,105.6,391.2,6.21,12.07,423500,0
20.68,1285,57.39,104.1,355.7,11.78,13.01,287142,0
85.76,1186,61.12,92.5,276.5,9.21,12.9,517758,0
90.89,1836,29.92,68.1,345.0,9.29,10.01,103050,0
60.86,1811,57.62,82.0,409.8,9.3,12.6,237403,0
20.87,1929,52.77,96.2,345.9,9.12,11.44,414028,0
67.96,1246,41.7,86.1,457.5,9.01,10.64,297994,0
28.89,2212,40.25,83.8,433.2,8.28,11.54,77115,0
76.21,2280,37.84,82.7,449.2,8.38,14.01,685370,0
32.55,2271,47.05,77.4,344.5,9.32,12.07,99908,0
41.09,1363,48.43,96.0,297.1,6.29,12.82,65344,0
17.31,1947,50.21,94.4,412.1,9.63,14.1,713695,0
34.0,1902,32.26,70.0,340.9,8.85,10.13,719456,0
80.39,1844,63.29,95.5,324.8,7.26,14.98,637148,0
48.75,1892,55.33,86.8,354.6,9.07,14.22,703834,0
34.98,1894,43.9,81.4,304.9,9.45,15.85,705085,0
79.25,1868,51.62,122.2,362.0,10.48,13.3,490872,0
64.05,1875,39.42,97.6,393.3,11.37,8.92,767355,1
72.66,1860,52.77,81.9,381.3,9.37,11.28,779027,0
43.63,1588,42.35,99.4,405.2,7.16,14.83,454725,0
23.96,1348,47.03,114.9,370.8,12.71,14.94,591957,0
96.06,654,38.69,99.8,290.0,5.88,9.26,401715,0
72.23,1713,47.16,83.6,429.1,9.3,9.4,590471,0
22.26,2291,37.73,97.5,275.2,8.89,12.39,118782,0
50.86,1754,45.63,93.7,304.3,6.36,13.43,220097,0
23.47,1719,41.09,85.6,418.2,6.0,11.2,656993,0
40.43,1275,48.8,91.0,374.2,8.95,13.96,131344,0
82.85,1370,34.89,89.7,345.5,8.14,13.42,317539,0
67.84,1325,52.5,67.0,300.1,9.24,10.91,616607,0
66.23,1670,53.66,90.0,372.3,8.68,9.7,313574,0
19.26,1899,43.02,101.3,367.0,10.31,13.41,774038,0
32.88,1544,59.73,92.1,310.8,8.33,15.2,378881,0
89.64,1974,41.75,95.2,367.4,6.72,10.12,160270,0
60.9,2498,52.71,79.6,395.8,9.74,11.38,530941,0
77.59,983,44.72,94.0,298.0,8.29,9.37,789715,0
59.88,2329,44.34,87.9,377.7,5.62,10.57,362546,0
64.21,1612,32.05,103.6,409.8,9.34,12.79,490269,0
30.95,1131,38.39,96.2,337.0,11.13,13.05,196059,0
34.26,1187,51.34,90.8,294.9,7.98,11.53,613230,0
25.49,1752,50.94,106.6,295.9,8.91,13.54,656825,0
50.15,2156,62.79,86.5,366.0,10.95,8.38,531998,1
62.68,779,41.05,83.3,269.1,7.75,9.98,355533,0
82.5,1684,43.51,104.5,365.0,7.84,13.16,645241,1
44.54,1604,46.91,96.5,321.2,6.04,10.8,487378,0
41.77,1103,50.28,79.7,322.2,8.94,13.9,735347,0
81.52,2401,43.75,111.3,346.7,7.13,12.49,450926,0
52.37,1577,44.72,111.1,284.8,7.69,9.35,611838,0
67.26,2196,41.46,83.3,382.0,7.19,9.3,228838,0
62.05,1736,40.51,86.3,254.6,5.63,13.91,522012,0
14.64,2163,41.36,98.0,328.2,11.46,8.2,772963,1
98.6,1901,44.06,71.4,315.2,8.24,13.14,524624,0
48.64,2565,40.57,78.9,315.1,8.19,13.38,450953,0
35.51,1194,45.1,68.8,346.6,9.4,12.47,149068,0
61.51,1899,49.63,106.0,444.8,9.54,12.16,198964,0
11.92,1754,57.35,79.6,318.4,7.52,9.46,657576,0
73.82,1079,42.41,80.0,308.8,9.54,8.81,226602,0
22.66,1420,34.03,109.0,302.6,7.61,10.44,231071,0
69.23,1692,34.16,86.7,398.9,9.63,7.25,314601,1
56.87,1556,38.59,87.9,327.0,7.72,12.82,322754,0
71.47,1930,33.65,92.9,366.9,8.31,13.97,387590,0
73.62,2625,51.34,120.0,400.9,9.36,13.42,126618,0
37.9,1474,44.31,86.7,375.2,10.55,15.56,763357,0
62.47,1605,47.83,97.3,264.1,8.49,11.72,409570,0
38.91,1213,33.71,100.6,359.2,9.7,9.53,353029,0
26.69,2196,51.09,84.4,386.3,9.4,9.87,715102,0
12.27,1141,44.37,84.4,316.8,9.75,12.85,305241,0
26.93,1928,53.47,74.4,348.6,8.25,9.29,721413,0
50.54,2483,46.94,78.9,407.2,9.03,11.77,414225,0
83.1,1897,47.82,78.8,326.8,3.0,9.92,124271,1
65.67,1589,42.84,100.6,359.6,7.76,13.18,290069,0
71.89,2242,30.75,80.6,349.3,7.8,12.19,514556,0
66.43,1543,45.42,99.3,392.0,8.99,12.41,525561,0
72.17,1710,40.95,91.9,427.0,7.64,15.75,221403,0
84.71,1224,48.58,85.7,501.1,8.56,8.97,678611,1
91.6,1601,52.58,100.5,348.3,9.97,10.27,233871,0
23.56,1488,41.73,71.3,426.3,6.14,9.44,754481,0
71.22,1427,44.7,81.5,330.5,11.2,11.66,500889,0
40.76,2223,45.79,78.3,305.8,8.57,14.38,416800,0
92.15,1800,52.43,94.9,401.2,8.06,8.84,82739,0
21.07,2100,44.87,79.2,355.6,8.6,12.04,489763,0
34.08,1468,32.58,78.8,308.9,11.45,13.69,429057,0
36.47,1853,52.7,73.7,337.6,7.66,10.41,767750,0
91.83,1717,38.77,97.5,307.3,9.27,12.37,383305,0
70.28,1635,41.08,96.5,360.5,8.07,9.39,150209,0
75.17,1674,53.14,87.3,392.7,5.62,10.54,452981,0
82.95,1645,43.11,72.8,387.6,7.94,13.59,52745,0
64.63,2824,33.64,77.2,391.2,8.92,12.65,595945,0
39.74,1911,46.01,74.5,311.8,9.65,14.53,546880,0
99.21,1447,49.11,94.5,405.6,8.7,13.33,359975,0
96.38,1641,46.84,115.6,421.7,8.09,10.03,149395,0
44.06,1796,47.72,94.3,333.5,10.62,13.65,790645,0
16.07,707,55.21,97.4,377.0,9.25,11.34,158920,0
76.19,1308,47.21,74.7,431.9,8.11,11.38,595821,0
88.19,1337,42.54,79.2,343.6,10.79,14.14,266358,0
88.47,2055,47.28,87.2,327.9,9.03,12.65,525460,0
37.45,1599,46.28,101.7,287.6,9.61,13.32,336469,0
81.67,1258,44.02,99.3,429.9,8.23,11.05,593455,0
73.77,666,48.78,72.4,384.8,10.44,9.85,431274,0
94.93,1570,37.87,86.3,481.9,9.53,11.23,259148,0
37.05,1992,38.98,81.2,367.8,7.39,11.67,124467,0
12.42,1522,40.39,99.9,251.8,7.53,13.4,411040,0
77.62,2178,38.19,85.9,303.8,5.94,9.17,608719,0
69.27,1410,40.52,74.1,293.3,8.47,10.92,388943,0
46.21,1779,42.71,95.5,452.2,10.0,14.19,463908,0
72.0,1453,51.46,97.3,399.1,8.6,11.38,322656,0
31.31,2376,45.04,89.8,359.1,9.32,11.56,416037,0
41.0,1730,38.35,84.1,340.8,8.36,12.73,81922,0
99.84,2366,55.12,95.8,328.4,10.59,12.62,691131,1
51.26,2316,58.66,107.9,326.7,8.93,12.03,299151,0
20.43,1650,43.2,100.1,298.1,5.46,13.8,776465,0
65.38,1427,39.28,97.2,391.4,7.17,11.99,750569,0
43.04,1449,45.19,66.1,331.6,5.67,12.49,356472,0
47.43,2181,39.64,103.9,342.3,6.46,11.67,553850,0
56.48,1939,48.75,91.5,385.0,7.48,16.06,464520,0
22.37,2116,60.25,107.0,327.6,7.57,12.6,717570,0
96.05,1338,36.74,106.2,325.2,9.61,12.39,518455,0
90.96,1327,42.59,94.0,350.8,8.1,12.01,319881,0
56.06,1551,52.33,75.6,312.8,10.25,13.42,286150,0
55.16,2102,60.46,92.5,338.1,8.47,10.49,169962,0
68.12,2159,44.7,72.0,385.1,7.39,9.7,140233,0
19.54,1504,34.28,88.0,323.6,8.49,14.45,402294,0
97.3,2054,35.27,120.5,376.0,9.5,15.6,518123,0
89.55,1919,40.56,100.6,349.5,8.95,13.12,452975,0
37.87,2121,41.23,83.7,414.5,7.78,10.49,668559,0
98.59,2080,43.48,92.0,299.6,8.83,9.91,427360,0
57.26,1734,47.33,79.9,355.2,6.63,10.52,112356,0
80.78,1645,35.61,86.6,238.5,6.08,10.58,676015,0
38.22,2168,35.46,87.3,345.2,8.95,11.61,723984,0
81.69,1281,56.58,109.2,383.5,6.6,11.79,713386,0
43.46,1847,48.28,79.2,314.9,9.5,11.38,464798,0
90.41,1937,30.76,99.3,265.9,7.38,9.97,559351,1
31.52,1734,41.22,71.7,283.1,5.49,12.39,449742,0
15.67,901,41.76,106.5,376.9,8.81,11.69,548488,0
39.7,1739,32.73,97.5,376.1,6.65,11.85,83375,0
32.48,1954,44.31,95.2,304.0,6.89,10.25,224102,0
77.97,916,50.46,89.9,359.7,10.3,11.96,731384,0
67.78,1946,59.84,90.8,340.9,7.6,10.64,103059,0
66.45,2059,35.19,72.0,359.3,10.32,11.19,736990,0
98.45,1755,32.79,96.4,242.5,11.3,11.96,503972,1
23.73,1803,39.92,96.4,283.5,8.65,11.1,135249,0
45.0,2108,32.14,91.7,356.9,8.97,11.04,105117,0
17.14,1638,35.74,84.9,285.5,7.13,7.73,757987,1
96.19,2438,43.07,78.2,331.0,7.67,12.79,582200,0
54.12,2671,50.16,111.3,464.4,9.37,12.88,689633,0
70.07,1880,50.59,87.6,368.0,8.86,9.13,112927,0
76.98,2608,51.58,95.0,267.7,7.53,16.12,243037,0
13.39,1117,48.05,104.9,383.7,9.85,11.21,758109,0
42.32,1784,42.31,80.2,377.4,8.8,10.74,784738,0
29.53,1590,36.21,65.5,290.8,7.74,12.94,589987,0
45.12,1388,40.17,83.3,387.7,8.78,15.01,781071,0
87.4,1330,40.17,93.9,377.3,7.71,11.4,749382,0
33.76,1935,37.75,91.8,352.9,10.52,10.34,529772,0
40.81,2342,48.16,76.5,427.9,6.59,14.15,700241,0
16.91,1935,40.68,98.3,411.5,9.2,13.75,653376,0
35.36,1648,50.09,100.8,367.7,8.07,10.57,235833,0
50.07,1561,32.79,91.8,320.1,8.74,13.88,582771,0
79.84,2009,34.19,105.8,306.0,8.23,12.15,643803,0
25.05,2440,37.88,92.2,327.4,9.97,11.63,551527,0
96.46,1033,49.65,87.7,360.2,8.32,11.58,401558,0
72.86,1753,35.37,87.9,306.9,11.13,10.82,445076,0
64.72,1989,47.95,87.8,344.6,10.26,13.69,177793,0
42.78,1500,55.71,64.9,346.0,6.13,10.85,75795,0
35.7,2103,49.85,74.3,392.4,8.47,10.83,755522,0
75.06,1967,26.78,95.4,358.8,8.99,11.91,310187,0
89.64,1251,60.11,75.9,391.3,9.55,13.33,691722,0
75.26,1474,46.08,76.8,337.8,10.7,10.94,575607,0
97.52,2490,35.14,99.7,396.6,8.21,13.52,193619,0
58.84,1970,48.33,89.6,384.5,8.79,15.61,313380,0
16.42,2569,41.99,77.3,336.3,11.49,14.07,431541,0
56.73,2097,33.88,88.9,361.2,12.91,11.07,144654,0
43.08,2043,48.29,86.7,348.2,8.68,13.59,437066,0
28.34,1817,40.21,75.4,366.8,9.08,10.52,529026,0
81.76,2080,35.33,79.6,313.2,9.97,11.63,553470,0
38.45,2066,30.65,126.2,504.2,11.26,11.09,720295,0
19.06,1482,46.12,107.0,293.7,10.66,11.74,220479,0
97.57,1584,52.06,66.4,327.0,7.13,10.93,186248,0
44.33,1980,43.35,106.1,331.1,9.61,13.44,778769,0
33.63,2412,44.89,92.3,294.7,7.55,10.72,371879,0
25.45,1838,50.76,106.0,326.9,8.23,14.63,350323,0
74.67,1623,43.9,94.7,272.8,11.39,11.15,154653,0
91.35,1279,34.22,93.8,266.4,8.27,10.34,297308,0
86.17,1657,47.43,75.1,311.4,8.26,8.99,787456,1
83.69,1756,52.0,93.6,349.5,9.72,8.02,340079,0
77.28,1772,27.94,93.3,335.3,10.34,11.95,654764,0
96.8,2114,38.22,87.6,447.2,8.24,12.37,486392,0
98.42,1080,51.64,99.0,385.0,9.21,16.43,568589,0
50.1,1677,41.51,104.2,389.1,6.29,11.28,263406,0
56.16,1628,41.77,91.7,376.2,11.54,10.14,749212,0
42.44,2144,36.36,88.1,323.3,9.68,9.05,302508,0
81.64,1425,35.55,99.0,306.7,8.29,12.28,385106,0
96.89,1537,51.89,89.8,273.4,9.76,13.2,461448,0
34.23,1144,48.94,100.6,361.3,10.47,12.25,490552,0
13.38,2162,48.16,102.6,381.6,8.14,9.73,152860,0
96.79,1266,55.37,80.7,402.6,9.75,11.14,80913,0
36.22,1397,45.14,72.1,307.5,10.15,14.1,648036,0
50.83,1483,47.93,83.0,329.8,9.45,16.26,562594,0
93.74,1134,45.58,101.8,379.9,7.79,11.03,519972,1
19.6,1620,52.31,90.2,424.2,9.32,8.92,70680,1
68.12,1705,55.13,108.6,359.5,10.51,12.11,271427,0
42.01,1409,38.62,86.6,413.7,7.51,11.52,502548,0
61.18,1869,59.93,104.0,341.9,10.25,12.1,268867,0
95.95,2346,39.08,106.3,304.9,7.78,11.65,180744,0
67.51,2017,44.51,81.9,279.6,8.11,13.94,282234,0
14.82,741,47.27,76.5,346.5,10.98,10.42,643073,0
33.95,2347,47.62,78.2,359.3,7.96,14.14,235052,0
61.6,1966,44.38,85.0,292.7,9.79,11.74,371854,0
53.01,1687,40.23,104.3,390.5,10.93,13.65,168110,0
96.0,2013,40.92,78.1,394.6,7.18,10.68,743256,1
23.94,1452,53.56,58.2,370.9,7.72,13.75,213956,0
94.46,1863,37.76,86.0,337.7,9.19,12.84,358038,0
22.01,2126,53.73,91.0,341.8,6.4,10.83,76118,0
42.76,2199,46.97,79.1,381.2,9.12,13.6,176882,0
44.75,1396,45.47,85.5,375.5,12.01,10.05,592697,0
48.67,2220,48.89,95.5,388.7,10.62,14.33,431351,0
98.78,2107,45.05,104.5,350.0,12.72,13.66,484043,0
16.08,1741,52.61,99.9,359.2,9.24,15.0,495814,0
80.06,1053,56.64,84.4,406.7,11.93,12.27,201100,0
59.15,1756,37.3,87.7,269.3,10.7,13.88,139345,0
47.4,1935,48.67,85.8,266.9,7.05,13.14,511997,0
79.51,2263,24.44,111.7,329.9,5.92,14.66,794539,1
42.42,1419,67.48,85.6,322.7,9.18,12.38,532591,0
54.11,2057,44.94,84.3,407.1,8.2,8.34,468136,0
41.87,1944,53.47,97.1,443.4,11.91,12.36,396233,0
88.2,1988,39.97,101.0,464.5,7.01,10.79,668820,0
86.5,2203,48.39,98.3,307.7,9.27,13.22,308723,0
40.78,1710,49.85,92.9,408.5,10.1,12.46,171327,0
83.13,2471,28.74,106.9,359.6,9.81,13.33,385986,0
25.74,2082,48.78,92.1,367.0,7.87,7.32,490006,1
30.59,1532,65.53,88.6,396.8,8.47,13.72,710224,0
60.36,1773,41.4,91.8,374.4,8.62,15.18,703721,0
18.33,1690,37.04,90.8,335.0,9.51,10.61,251223,0
99.58,2010,52.52,94.9,304.8,8.16,13.39,780724,0
19.25,1434,44.05,89.4,398.0,7.96,11.77,94549,0
14.87,1993,27.58,100.1,355.5,8.35,10.78,292498,0
97.17,1867,53.15,84.4,410.0,8.95,12.87,526445,0
41.04,1345,39.17,88.8,342.3,8.75,12.46,535285,0
90.6,2368,40.39,54.8,336.3,8.03,16.4,515329,1
44.38,2129,40.84,59.9,379.0,5.94,9.17,215326,0
20.6,1375,37.83,80.7,303.1,11.73,12.0,446732,0
10.03,1970,51.0,84.1,383.3,8.08,7.81,452208,0
71.33,1741,44.16,111.4,388.8,9.41,10.34,183636,0
17.44,1628,51.23,93.5,282.8,8.78,11.77,758168,0
87.6,1868,38.83,83.7,344.8,8.1,12.92,672507,1
54.25,2276,54.57,77.4,389.9,7.13,12.14,227708,0
42.85,1723,30.77,85.3,354.3,10.17,12.3,579666,0
63.48,1730,45.68,93.4,373.1,9.99,14.39,782160,0
32.01,2092,42.18,101.8,397.0,6.77,14.69,307540,0
45.01,1726,52.33,99.1,354.0,10.31,16.18,746027,0
82.59,1566,44.62,80.6,379.8,10.88,11.13,678610,1
74.74,1847,37.56,83.9,345.1,7.84,12.05,386936,0
50.31,2377,38.28,95.6,402.3,8.07,11.11,543828,0
64.88,2199,50.4,93.2,396.2,8.29,11.32,256769,0
78.52,1912,40.3,69.7,368.7,7.46,13.42,244459,0
74.74,1837,56.25,98.5,385.4,9.89,6.7,153720,1
55.72,2047,39.07,91.4,333.2,8.57,13.24,707563,0
42.58,1469,47.71,111.5,191.2,6.87,11.65,712028,0
87.5,1846,37.38,96.1,330.9,9.84,12.39,746664,1
21.47,2030,36.65,100.7,368.4,10.22,11.43,798069,0
41.79,987,47.99,78.3,291.9,9.89,11.84,725569,0
35.88,1865,56.34,106.0,358.0,7.96,9.97,296404,0
95.03,2398,29.38,99.1,391.0,5.52,10.7,591673,0
61.86,1997,57.64,93.9,442.0,8.45,10.96,715884,0
82.07,2478,48.64,61.5,300.6,8.89,15.74,502007,0
81.66,1820,39.05,96.1,359.3,8.89,8.33,544441,1
44.32,1574,33.05,91.6,499.6,8.28,12.72,236008,0
71.51,1532,59.18,94.0,272.1,9.75,12.94,591439,0
61.6,1319,41.11,92.7,409.3,7.03,6.97,141328,1
25.71,1797,44.49,92.2,321.7,8.7,12.09,666458,0
69.57,1309,39.46,89.4,374.7,7.81,12.53,187306,0
72.88,2100,54.91,95.0,369.7,7.3,10.09,349115,0
55.5,1565,45.3,85.3,335.5,9.39,11.33,450852,0
92.99,1225,33.41,92.7,488.6,9.71,12.09,148294,0
43.54,2690,38.63,97.9,280.9,9.09,13.56,783386,0
78.39,2068,46.12,85.6,305.2,7.15,11.26,578197,0
29.63,1847,23.42,110.2,339.7,9.88,12.37,264321,0
66.34,1642,60.39,108.3,329.9,8.4,9.99,723313,0
19.57,1794,51.32,64.8,385.9,7.31,15.71,539970,0
86.83,2248,58.43,83.1,413.3,9.69,13.11,183974,0
80.64,1362,49.02,79.2,348.4,10.1,12.28,330254,0
81.98,1607,44.22,80.5,393.6,11.01,13.61,431145,0
60.76,1317,46.6,87.2,336.1,8.34,13.42,80073,0
36.12,1374,39.11,97.4,427.0,6.69,10.36,185614,0
97.88,785,40.41,86.4,330.6,9.22,16.4,264595,0
48.15,1156,61.47,67.5,354.8,11.49,12.58,752517,0
22.51,1572,49.97,68.8,321.6,12.97,8.9,90368,0
74.58,1924,34.1,83.2,308.3,8.45,14.18,410308,0
55.21,1534,53.2,74.7,393.6,9.1,9.29,101096,0
78.31,1683,44.77,92.3,272.9,11.72,11.27,357371,0
56.1,2170,47.61,119.2,362.3,10.57,13.51,483560,0
79.95,1578,46.03,84.8,278.9,8.17,11.67,522506,0
89.0,1798,50.8,99.4,263.1,8.63,10.25,752747,0
54.36,1893,57.3,85.3,354.8,7.63,8.93,175523,1
17.73,2664,36.42,67.7,308.6,7.89,8.58,548849,1
64.68,1925,45.44,90.3,369.1,6.87,12.76,189622,0
42.98,1522,44.08,114.1,393.5,9.9,14.8,509679,0
88.07,1544,55.69,90.4,304.8,6.44,12.57,662816,1
69.87,2530,37.64,95.6,314.6,9.34,13.42,50411,0
66.11,2686,39.99,97.9,367.6,9.96,8.12,252465,1
26.4,1506,42.42,101.9,414.6,6.68,17.02,754878,0
55.97,2372,47.04,87.8,197.4,10.4,11.01,190163,0
94.35,1450,43.73,90.7,328.6,9.46,11.46,201531,0
22.95,2052,58.02,80.1,347.6,6.57,11.77,652820,0
29.36,2117,42.8,98.8,378.8,8.31,10.0,324142,0
50.57,1800,44.24,102.3,269.5,9.43,11.57,292992,0
35.6,848,41.31,107.2,384.2,9.33,8.57,603802,1
20.11,1280,44.59,112.0,286.6,10.38,10.39,306676,0
