flow_rate_lps,pressure_bar,ph_level,turbidity_ntu,chlorine_ppm,conductivity_us,water_temp_c,anomaly
44.31,4.72,7.12,2.68,2.06,509.8,14.4,0
40.54,4.17,7.52,0.36,2.15,554.3,20.6,0
42.69,4.46,7.07,0.85,1.47,515.2,17.5,0
47.71,5.13,7.2,1.45,1.9,446.7,17.8,0
42.79,9.98,7.09,0.1,1.94,456.3,24.9,1
7.09,8.43,7.32,3.97,1.75,396.8,23.3,1
49.86,4.12,7.71,0.46,1.47,508.8,13.1,0
40.1,4.4,7.35,0.1,1.69,481.8,13.3,0
4.91,7.44,7.09,0.26,1.44,497.3,14.5,1
38.43,4.4,7.46,0.34,1.39,474.8,21.4,0
49.11,4.34,7.24,4.11,1.04,522.9,21.3,0
46.58,4.81,7.74,0.89,1.72,529.0,17.9,0
48.59,4.43,7.64,4.15,1.33,454.9,17.9,0
46.46,5.26,6.7,7.06,2.05,474.6,23.3,0
46.09,4.24,7.13,0.1,1.33,454.0,18.3,0
40.76,4.36,7.1,0.27,1.58,395.7,23.8,0
45.52,5.32,6.9,2.47,0.93,478.1,16.9,0
48.16,4.88,7.18,4.07,1.76,448.7,13.9,0
48.52,4.09,7.41,1.91,1.18,408.8,21.9,0
48.86,4.57,7.09,0.88,2.09,442.0,10.5,0
44.67,4.58,6.75,2.07,1.67,410.2,14.7,0
39.43,5.09,7.03,0.32,1.76,462.3,13.2,0
41.57,4.58,7.03,4.06,1.55,460.8,17.1,0
36.69,4.59,7.03,0.14,1.24,413.0,17.7,0
36.87,4.54,6.48,1.11,1.72,458.4,12.3,0
40.04,4.93,6.84,0.65,1.55,452.7,16.8,0
44.01,4.1,7.56,0.83,2.04,460.0,15.4,0
47.1,4.06,6.69,1.21,1.17,454.3,16.1,0
46.41,4.15,7.23,0.23,1.25,455.8,7.7,0
16.6,1.9,7.29,0.84,1.58,505.3,23.9,1
40.01,4.66,6.98,1.37,1.3,428.7,20.7,0
44.35,4.71,7.07,0.1,1.52,466.8,13.4,0
40.27,3.9,7.02,0.1,1.06,446.4,22.2,0
40.53,4.22,7.46,0.67,1.93,424.8,32.6,0
49.98,4.34,7.06,0.17,1.35,476.9,18.2,0
51.91,4.11,7.04,1.27,2.14,423.5,18.2,0
39.23,5.4,7.96,3.87,1.87,433.1,13.0,0
38.8,4.44,7.02,0.64,1.72,424.5,14.5,0
45.99,3.97,7.14,0.54,1.49,426.2,21.3,0
38.67,4.85,7.15,0.34,1.25,417.7,16.0,0
47.32,3.93,7.36,0.2,1.61,439.0,20.4,0
49.27,3.78,6.99,0.29,1.45,447.8,19.2,0
34.68,5.19,7.24,1.07,1.36,450.3,24.8,0
43.43,4.14,7.31,1.73,1.53,360.1,19.4,0
44.52,4.83,7.41,1.11,1.6,479.2,15.4,0
47.75,4.24,6.73,0.17,1.4,492.3,17.2,0
50.91,4.36,7.08,2.68,1.99,464.3,18.9,0
37.76,4.75,7.07,0.65,1.59,489.5,20.4,0
45.25,4.66,7.31,0.13,1.26,484.8,20.7,0
35.23,4.6,6.85,2.31,1.6,425.3,17.2,0
42.7,4.48,7.12,0.17,1.34,464.1,22.3,0
41.92,4.78,6.94,1.78,1.57,504.5,13.4,0
46.09,3.64,7.62,0.68,1.32,399.4,19.4,0
50.29,5.03,7.07,0.1,1.65,430.9,16.8,0
47.96,3.84,7.42,0.61,1.65,436.0,24.2,0
37.82,5.06,7.44,2.11,1.5,443.0,19.9,0
37.94,4.05,6.84,1.81,1.83,379.0,19.6,0
38.56,4.05,7.35,1.22,1.41,477.6,13.1,0
49.15,4.4,7.27,1.81,1.36,474.6,22.5,0
41.91,5.91,7.44,0.1,2.11,377.0,16.6,0
41.63,4.19,7.26,2.01,1.75,450.3,19.5,0
31.37,4.41,7.32,0.91,1.45,455.8,21.3,0
42.95,4.22,7.27,1.01,1.35,521.6,11.6,0
54.58,4.66,6.97,9.89,0.95,439.7,16.7,0
31.83,4.66,7.43,0.12,1.29,507.1,20.9,0
49.54,3.96,7.19,1.01,1.35,468.4,18.4,0
34.81,4.72,7.01,1.41,1.72,555.6,14.7,0
39.15,4.02,6.77,1.88,1.38,377.5,18.3,0
36.16,4.7,7.34,2.3,1.56,446.2,18.4,0
46.75,4.52,6.81,1.67,1.52,454.2,12.9,0
42.39,4.86,6.86,0.76,1.65,521.4,22.5,0
49.36,4.22,7.29,0.14,2.05,421.2,17.2,0
51.38,3.76,7.1,0.1,1.02,501.3,16.7,0
36.2,5.2,6.81,0.35,1.26,453.4,20.6,0
20.36,1.82,7.02,1.46,1.13,586.7,19.0,1
41.95,4.7,7.66,0.46,1.45,463.1,13.5,0
35.33,5.0,6.81,0.18,1.65,454.9,18.7,0
4.92,9.13,7.13,1.91,1.93,524.1,15.0,1
43.32,4.4,7.27,4.7,1.56,466.0,14.5,0
38.37,4.29,7.57,2.28,1.76,492.2,16.0,0
36.22,4.53,6.96,0.58,1.64,469.4,22.1,0
42.05,5.15,6.83,0.31,1.43,444.6,23.3,0
41.96,4.39,6.7,1.34,1.97,470.0,14.7,0
45.35,3.74,6.71,1.44,1.83,423.3,16.9,0
47.03,4.75,6.75,0.83,1.54,480.8,18.5,0
54.67,4.02,6.89,0.32,1.16,521.2,16.9,0
6.42,8.13,7.66,0.54,1.62,581.2,15.7,1
44.54,4.44,7.48,0.12,1.86,441.3,17.5,0
46.62,4.18,6.97,2.73,1.06,443.2,16.7,0
45.06,4.26,7.16,0.25,1.77,480.1,20.6,0
39.11,4.64,7.67,0.32,1.33,446.0,17.7,0
46.25,4.76,6.93,0.64,1.96,483.4,9.7,0
4.67,10.44,7.48,0.88,2.22,408.8,19.6,1
43.22,4.22,6.56,4.74,2.0,330.4,17.1,0
50.35,5.57,7.32,1.29,1.34,451.1,16.6,0
39.27,5.43,7.33,2.35,1.82,499.0,15.8,0
43.01,4.42,7.3,0.48,1.42,535.5,18.7,0
49.83,4.3,6.98,0.62,1.16,506.5,19.4,0
43.25,4.13,6.72,1.04,1.87,461.4,20.1,0
45.9,4.7,7.45,0.78,1.39,474.2,20.8,0
42.23,4.07,7.75,2.4,1.38,412.2,14.0,0
41.02,3.86,7.5,0.23,1.44,507.3,16.9,0
46.01,4.23,7.37,2.0,1.49,419.9,17.9,0
42.46,4.18,7.37,1.49,1.62,353.3,16.4,0
52.47,3.69,7.15,5.45,1.04,401.8,14.6,0
45.32,4.42,7.2,6.11,1.42,545.4,20.2,0
42.62,4.78,7.28,1.65,1.45,398.0,17.9,0
50.65,4.7,7.24,6.61,1.28,421.6,18.6,0
39.71,4.37,7.18,1.85,1.19,365.6,23.4,0
48.86,4.02,7.33,0.1,1.38,473.7,24.0,0
52.83,4.35,6.64,1.86,2.14,426.7,17.6,0
40.46,5.08,8.45,11.14,0.44,428.7,14.4,1
45.44,4.63,7.29,0.75,1.72,529.9,21.4,0
32.88,3.83,6.99,0.8,1.61,524.4,16.1,0
49.94,4.52,6.86,1.4,1.75,440.7,21.1,0
43.34,4.62,7.37,1.62,1.13,387.2,16.8,0
53.78,4.95,6.63,2.08,1.14,527.8,16.2,0
43.48,4.82,7.46,1.45,2.12,396.9,20.8,0
5.48,8.29,7.21,3.38,1.48,420.7,17.0,1
56.81,3.84,6.73,1.28,1.2,509.9,16.9,0
38.02,4.09,7.37,0.8,1.02,471.8,24.5,0
44.01,4.85,7.05,0.17,1.18,447.7,17.0,0
43.78,5.2,7.29,1.14,1.38,428.8,12.1,0
54.83,4.06,6.7,1.86,1.53,483.4,17.2,0
49.67,4.93,6.87,0.77,1.87,433.8,18.5,0
37.12,3.89,6.96,0.34,1.21,468.4,25.7,0
3.71,6.61,7.15,0.87,1.3,411.2,19.8,1
44.94,3.95,6.99,0.52,1.39,400.6,10.3,0
43.37,4.79,7.61,0.95,1.35,341.3,14.9,0
50.39,4.27,7.36,3.23,2.17,441.2,16.1,0
48.69,3.78,6.84,1.58,1.53,503.1,13.7,0
46.71,5.07,6.99,0.38,1.71,482.2,11.3,0
32.16,4.46,6.74,0.95,1.32,439.6,20.5,0
58.31,4.47,7.42,1.74,1.66,405.4,18.2,0
40.55,4.57,7.22,1.45,1.67,482.0,20.2,0
45.63,4.85,7.42,0.84,0.91,481.9,25.5,0
43.54,4.75,5.72,20.96,0.43,498.1,14.1,1
40.87,4.3,6.89,0.48,1.2,428.3,23.6,0
47.26,5.47,7.26,1.59,1.74,356.2,20.4,0
47.1,4.68,7.13,1.49,1.35,497.3,18.9,0
39.79,5.03,6.61,3.59,1.3,377.5,12.3,0
35.92,4.17,7.42,0.51,1.02,369.6,25.2,0
47.67,4.89,6.56,0.26,1.07,433.0,23.3,0
46.41,5.05,7.46,4.15,1.64,426.9,15.0,0
40.63,4.45,7.36,0.35,1.85,404.8,11.9,0
43.27,4.9,7.27,0.38,1.42,474.7,10.6,0
50.89,3.87,7.33,0.35,1.06,512.9,15.3,0
40.04,11.79,7.63,0.38,1.82,429.9,20.5,1
50.5,4.59,7.45,0.1,1.23,439.7,13.2,0
42.69,5.18,7.69,0.57,1.18,454.1,17.8,0
12.49,1.22,7.2,0.67,1.65,480.7,15.0,1
52.08,10.24,7.21,0.45,2.12,479.3,15.6,1
3.18,8.67,6.91,0.13,0.65,486.1,10.1,1
40.75,3.46,6.73,2.82,1.65,444.8,17.8,0
41.06,4.26,7.56,1.55,1.79,432.7,11.7,0
39.66,4.29,6.54,2.91,1.14,431.3,14.0,0
56.21,4.04,7.71,3.7,1.75,429.9,20.8,0
44.51,4.76,7.03,1.55,1.84,403.1,19.9,0
45.01,3.54,7.54,1.31,1.73,527.2,15.3,0
46.25,5.02,7.44,5.17,1.49,412.2,24.8,0
44.92,4.83,7.13,2.46,1.68,442.0,20.8,0
52.5,4.2,7.41,1.46,1.43,412.8,17.1,0
47.35,4.53,7.21,1.37,1.52,477.0,13.3,0
44.34,4.66,7.55,2.05,1.85,480.6,20.8,0
50.78,4.18,7.26,0.36,0.97,344.7,20.0,0
50.38,3.7,7.92,3.78,1.41,411.5,20.8,0
42.62,4.67,6.59,3.23,1.66,393.2,16.9,0
40.72,4.49,7.52,0.1,1.14,487.7,22.6,0
46.59,4.42,6.85,0.34,1.71,478.4,15.5,0
40.69,3.92,7.33,3.08,1.68,473.9,14.2,0
49.56,4.07,7.1,0.17,1.63,526.0,23.1,0
46.99,4.43,7.66,2.38,1.18,447.5,14.8,0
47.2,4.08,7.63,0.46,1.84,612.7,18.8,0
48.33,5.11,6.97,0.18,1.03,519.9,19.6,0
48.71,4.49,7.32,3.64,1.77,377.9,18.4,0
44.21,4.72,5.9,19.49,0.16,431.6,15.8,1
44.49,4.38,7.39,0.46,1.25,404.3,17.4,0
40.24,4.75,7.07,1.14,1.97,302.1,17.8,0
40.81,5.56,6.82,0.2,1.28,468.1,16.5,0
48.25,4.35,7.26,1.38,1.41,432.2,18.8,0
42.09,4.87,7.25,0.92,1.12,348.3,21.0,0
47.45,4.28,7.09,0.19,1.13,546.3,21.9,0
47.93,5.67,7.15,2.21,2.25,449.4,19.1,0
45.83,3.86,7.02,0.14,1.63,391.9,14.0,0
51.34,4.59,7.15,0.13,1.78,450.7,9.0,0
45.64,5.51,7.01,0.21,1.49,371.7,15.1,0
47.49,4.39,7.75,0.76,1.7,442.6,16.6,0
50.05,4.86,7.08,0.1,1.35,458.5,14.5,0
50.34,10.77,6.66,2.04,1.64,410.6,21.4,1
55.1,4.66,6.9,0.93,1.53,505.6,12.2,0
52.48,3.14,6.84,2.1,1.6,520.8,11.7,0
53.4,4.61,6.89,0.51,1.3,507.1,21.7,0
48.23,4.23,6.98,1.28,1.44,406.1,17.6,0
39.87,4.45,6.82,0.35,1.36,452.7,20.9,0
51.51,4.43,7.36,5.97,1.57,467.3,24.9,0
50.54,4.89,7.24,0.1,1.74,355.2,12.4,0
45.63,4.2,7.24,1.95,1.7,464.2,21.2,0
41.23,4.36,7.35,0.62,0.95,497.8,21.2,0
51.81,5.3,6.98,3.62,1.49,410.5,14.5,0
11.06,1.74,7.22,0.38,1.92,352.0,18.3,1
39.94,4.42,7.2,1.6,1.58,575.8,19.7,0
39.36,4.66,6.84,1.13,1.3,450.0,19.0,0
46.93,5.11,6.85,1.02,1.56,370.7,16.9,0
40.29,4.6,7.09,2.91,1.43,442.4,19.8,0
50.85,4.07,7.24,2.5,1.6,392.2,14.0,0
48.61,4.62,7.27,0.19,1.62,503.7,12.8,0
47.19,8.28,7.18,2.16,1.85,366.4,13.3,1
44.45,4.03,7.65,0.48,1.5,503.3,15.7,0
42.71,4.54,7.19,0.53,1.58,476.5,19.2,0
51.66,4.03,7.39,1.01,1.43,457.4,23.2,0
49.58,5.56,7.01,0.1,1.65,499.9,19.6,0
40.8,12.12,7.12,0.1,1.56,405.0,13.0,1
49.18,5.18,6.58,2.49,1.34,393.0,20.5,0
37.87,5.19,7.15,4.07,1.51,378.5,16.4,0
50.69,4.67,7.62,1.19,1.15,526.5,20.6,0
47.86,5.02,7.32,0.62,1.25,442.5,22.2,0
45.17,4.47,7.28,1.36,1.27,477.7,14.0,0
45.33,4.58,7.52,2.28,0.91,431.5,17.4,0
46.25,4.76,7.07,0.58,1.46,459.7,23.8,0
48.39,5.3,7.29,0.34,1.43,434.6,12.3,0
46.91,4.6,7.28,2.33,1.25,433.5,16.6,0
48.35,5.02,6.95,0.51,1.86,499.9,16.1,0
41.0,4.87,7.36,0.38,1.51,524.6,19.2,0
45.91,4.36,7.23,0.57,1.08,436.3,19.7,0
50.78,4.98,7.18,0.58,1.35,482.1,18.8,0
45.11,3.78,7.47,1.9,1.3,472.1,15.6,0
44.7,4.52,7.36,0.14,1.49,391.1,20.8,0
41.46,4.89,7.29,0.43,1.68,463.9,19.5,0
46.74,4.95,6.69,0.22,1.45,443.4,16.7,0
9.75,1.96,6.84,0.11,1.42,464.6,25.3,1
42.07,5.34,7.41,0.18,1.65,411.6,28.5,0
47.62,5.17,7.05,0.61,2.09,493.3,11.9,0
22.28,2.11,7.36,1.83,1.56,449.6,13.7,1
46.38,4.01,7.08,0.71,1.33,365.3,19.5,0
43.25,4.6,7.83,1.85,1.45,480.4,20.5,0
41.26,4.25,7.01,0.82,1.82,407.5,29.0,0
34.05,4.23,7.84,2.94,1.73,421.2,10.1,0
43.09,5.51,7.68,3.72,0.94,410.0,18.9,0
46.99,5.25,7.1,0.89,0.97,483.6,20.9,0
48.82,4.26,7.02,0.49,1.29,434.5,16.4,0
41.7,4.47,5.5,27.76,0.28,484.2,11.9,1
43.8,4.16,6.37,1.95,1.65,516.3,20.1,0
42.5,4.2,7.68,1.39,1.85,430.9,17.0,0
50.37,4.81,7.3,1.61,1.33,400.8,20.1,0
40.89,3.7,6.57,1.16,1.44,445.4,11.4,0
50.84,4.82,7.63,1.19,1.67,475.9,18.7,0
52.22,11.68,7.06,0.93,1.15,375.2,22.6,1
46.09,4.29,6.71,0.84,1.39,474.8,17.3,0
48.77,3.78,7.55,2.64,1.34,500.8,14.2,0
39.2,4.94,7.22,3.57,1.5,508.8,20.9,0
47.54,4.38,6.99,1.61,1.43,484.3,21.9,0
39.5,4.63,7.24,3.17,1.49,469.5,16.5,0
47.22,4.52,7.19,0.71,1.32,510.0,25.4,0
39.01,4.61,7.01,1.42,2.01,503.7,13.0,0
44.53,4.47,6.61,1.28,1.09,415.9,22.9,0
8.68,7.36,7.34,1.67,1.73,346.2,18.7,1
40.29,4.31,6.94,0.52,1.31,453.9,11.0,0
45.46,4.63,7.51,0.1,1.14,379.0,17.4,0
50.08,4.19,7.42,0.5,1.28,488.8,16.2,0
37.63,4.58,6.72,2.11,1.52,396.8,11.2,0
39.19,4.91,7.3,0.42,1.71,448.1,16.1,0
44.91,4.29,6.78,0.62,1.92,475.5,19.0,0
43.59,4.02,7.53,2.05,1.69,445.4,23.0,0
10.64,2.13,7.15,1.25,1.46,457.4,21.1,1
50.0,3.87,7.2,0.15,0.92,508.2,22.4,0
34.5,5.33,7.2,2.4,1.55,506.6,15.2,0
36.44,4.38,8.43,11.75,0.28,481.7,22.4,1
38.4,3.78,7.09,0.34,1.63,407.2,16.8,0
48.97,7.68,7.1,0.1,1.25,398.9,22.6,1
41.48,5.76,7.35,0.45,1.4,422.2,9.9,0
11.97,2.13,7.62,0.24,1.32,471.3,23.0,1
37.4,4.15,8.01,2.08,1.24,410.5,20.8,0
47.19,5.37,7.11,1.76,1.01,473.5,19.0,0
51.43,4.96,6.99,0.83,1.83,469.1,18.6,0
46.23,4.93,7.14,1.04,1.51,515.7,14.6,0
41.4,4.26,7.61,2.34,1.48,372.0,14.9,0
2.1,8.97,6.84,1.21,1.69,395.8,19.2,1
36.53,4.21,7.33,0.1,1.29,344.6,15.9,0
13.78,2.55,6.75,0.43,1.3,443.1,13.9,1
37.68,4.11,7.16,0.7,2.1,401.1,23.7,0
47.06,4.8,7.57,1.26,1.19,481.7,17.4,0
54.83,4.59,7.11,1.73,1.55,379.9,15.3,0
50.62,4.98,6.95,2.61,2.48,454.7,20.4,0
38.53,4.51,6.92,2.12,1.23,432.8,19.2,0
7.34,8.96,6.93,5.04,1.65,436.1,24.7,1
45.0,3.79,6.99,0.12,2.26,513.4,2.9,0
43.94,5.38,7.24,0.1,1.77,503.3,17.4,0
44.46,4.72,7.65,1.81,1.35,463.6,15.8,0
39.95,4.65,7.37,0.37,1.21,401.5,15.9,0
46.76,4.03,6.8,7.69,1.4,420.4,16.4,0
42.75,4.12,7.1,0.42,1.53,521.7,12.1,0
42.96,5.04,6.85,2.86,1.75,504.2,18.2,0
40.26,4.34,7.36,0.9,1.82,436.2,8.6,0
44.11,4.31,9.34,16.66,0.16,468.4,18.1,1
41.14,9.36,7.16,0.17,1.27,428.9,15.5,1
41.76,4.65,7.11,1.0,1.2,491.2,15.6,0
50.81,4.73,6.69,0.22,1.41,408.4,18.3,0
45.64,5.16,7.83,0.79,1.58,516.3,18.6,0
36.49,4.41,7.33,1.13,1.87,395.0,12.7,0
48.54,7.74,6.82,1.23,1.66,427.3,17.6,1
37.25,4.17,6.92,3.8,1.89,404.0,22.8,0
40.54,4.52,6.97,0.61,1.54,447.3,18.4,0
53.17,4.19,7.25,0.1,1.72,546.6,16.8,0
46.7,3.99,7.67,1.5,1.5,446.6,12.8,0
48.5,3.87,6.66,1.2,1.19,529.5,15.0,0
44.12,3.8,7.05,6.37,0.98,447.7,15.4,0
44.65,4.96,6.9,0.35,2.15,508.1,16.5,0
45.76,4.06,7.6,1.04,1.56,474.2,14.8,0
40.46,4.13,7.05,0.12,0.92,468.2,22.0,0
48.19,4.76,6.78,2.07,1.17,440.4,19.7,0
36.18,4.67,6.98,4.48,1.0,420.0,28.2,0
41.55,4.1,7.32,0.3,1.28,471.7,17.3,0
6.8,8.23,7.09,0.82,1.44,426.4,22.9,1
34.23,4.81,7.7,0.17,1.58,444.7,21.4,0
42.78,4.8,7.03,0.49,1.42,391.5,23.3,0
42.53,4.12,7.29,1.45,1.37,424.0,21.9,0
48.87,4.76,6.89,2.43,1.6,332.9,24.6,0
36.36,12.35,7.4,0.34,1.3,380.1,17.8,1
44.68,3.72,6.64,0.26,1.48,443.4,16.8,0
47.62,3.71,6.42,0.2,1.28,464.0,14.2,0
46.52,5.55,7.52,0.1,1.71,431.8,14.2,0
37.62,5.35,7.25,0.84,1.89,433.1,20.0,0
38.99,4.81,7.46,3.52,1.62,420.5,11.8,0
49.65,4.75,7.24,2.1,1.02,460.8,19.6,0
50.76,3.69,6.89,3.56,1.98,433.7,16.1,0
46.54,4.49,7.35,1.3,1.65,390.2,12.0,0
47.44,4.41,7.86,2.0,1.77,390.5,23.0,0
40.84,4.33,7.03,0.31,1.56,397.9,18.0,0
44.62,4.42,7.32,2.98,1.93,482.3,14.2,0
53.11,4.93,7.36,0.1,2.13,381.5,19.7,0
47.68,9.21,7.51,5.96,1.62,395.2,20.9,1
47.49,4.2,7.17,0.77,1.68,461.7,19.2,0
45.66,5.34,6.89,1.4,1.55,466.1,19.9,0
42.9,5.37,6.96,1.11,1.22,488.1,18.5,0
47.13,4.06,7.35,1.26,1.5,503.5,21.1,0
43.82,5.07,7.11,0.97,1.09,493.3,29.0,0
47.01,4.66,7.1,1.4,1.26,383.3,12.6,0
44.48,4.65,7.37,1.21,2.0,387.9,20.2,0
46.1,4.82,7.34,3.57,1.74,399.4,23.4,0
53.73,3.91,6.7,0.1,1.24,454.4,24.2,0
40.63,4.58,6.8,2.73,1.6,402.7,22.8,0
50.16,4.79,7.56,0.32,1.35,375.1,26.7,0
52.88,3.94,6.83,0.92,1.49,512.1,15.9,0
42.37,4.28,7.43,1.46,1.73,452.8,12.4,0
46.85,4.1,7.35,1.15,1.86,465.6,18.2,0
45.13,4.87,7.49,2.37,0.77,484.9,9.0,0
44.31,4.27,7.82,2.68,0.68,432.3,15.7,0
51.89,4.56,7.0,2.49,1.83,463.3,15.3,0
42.53,4.97,7.85,1.84,1.37,383.9,20.7,0
42.72,3.82,7.09,3.6,1.36,418.9,22.2,0
40.17,4.32,6.96,0.71,2.04,401.0,19.8,0
36.49,4.32,6.79,4.31,1.58,368.1,15.6,0
42.06,12.17,7.48,0.77,1.86,513.4,15.9,1
40.68,12.62,6.84,0.26,1.25,427.2,22.6,1
34.85,4.45,6.21,28.51,0.33,431.4,10.6,1
49.15,3.88,7.61,1.89,1.76,565.9,13.3,0
44.54,5.17,7.62,1.81,2.04,546.5,10.0,0
49.9,4.34,7.37,0.9,1.5,399.3,14.7,0
46.16,4.35,7.3,2.31,1.38,506.8,24.1,0
48.71,4.76,7.41,1.0,1.7,503.1,22.1,0
47.55,4.47,7.35,1.36,1.2,433.7,15.5,0
45.66,4.37,7.97,2.32,1.52,437.1,13.5,0
42.55,4.22,7.0,1.13,1.59,487.9,20.4,0
45.29,5.44,7.14,1.11,1.96,371.3,21.1,0
16.91,2.08,7.01,0.12,1.93,417.9,14.9,1
46.44,4.77,7.23,3.89,1.1,476.9,18.9,0
31.55,3.74,7.34,0.93,1.76,453.8,3.6,0
50.46,4.15,7.78,0.79,1.58,405.0,17.1,0
62.43,4.89,6.73,1.31,1.25,453.1,18.5,0
52.21,5.08,6.86,0.88,1.49,469.5,15.7,0
50.68,4.14,7.71,3.93,2.03,454.7,20.4,0
38.28,4.99,7.51,0.22,2.22,465.7,16.6,0
47.45,4.41,7.18,0.86,1.26,418.3,12.1,0
37.24,4.86,7.24,2.33,1.39,481.6,11.9,0
8.7,9.95,6.85,0.49,1.4,414.5,22.3,1
45.15,4.18,7.22,1.9,1.72,493.0,15.6,0
39.91,3.46,7.01,1.29,1.35,400.5,16.9,0
41.58,4.47,7.54,0.1,1.21,473.0,22.1,0
47.46,4.45,7.34,1.29,1.38,387.4,30.1,0
49.69,4.07,7.15,0.1,1.25,445.1,17.4,0
36.73,4.96,6.28,22.16,0.3,564.0,15.2,1
53.19,4.78,7.03,1.05,1.65,484.2,17.2,0
41.59,4.31,8.46,33.84,0.33,382.0,20.5,1
45.43,4.44,7.64,9.46,1.9,489.8,25.0,0
39.12,4.29,7.07,3.38,1.47,476.8,15.9,0
47.46,5.11,7.8,0.38,1.53,401.4,19.1,0
50.82,5.56,6.93,0.8,1.59,480.9,19.6,0
42.05,4.44,7.26,0.64,1.68,409.7,16.2,0
47.27,4.25,7.34,1.75,1.85,483.1,13.1,0
45.0,4.45,7.76,0.86,0.98,359.3,18.1,0
45.19,4.32,6.69,1.74,1.37,547.7,22.4,0
48.09,7.63,7.26,0.95,1.55,395.3,8.7,1
46.74,4.12,7.31,3.83,1.7,386.7,22.6,0
44.59,4.85,7.46,2.17,2.34,453.6,18.0,0
37.42,4.32,6.99,2.64,2.15,431.6,17.3,0
46.07,4.68,7.82,2.24,1.94,519.9,21.3,0
40.7,4.59,7.5,1.58,1.27,503.1,20.3,0
50.59,7.66,7.58,3.89,1.05,521.5,20.9,1
5.21,8.6,6.8,0.16,0.96,507.8,17.2,1
42.48,5.37,7.26,0.18,1.15,445.7,17.7,0
50.36,4.5,6.89,1.05,1.07,389.5,17.5,0
47.99,4.6,7.33,1.03,1.71,513.9,18.3,0
43.06,5.08,7.22,0.1,1.13,376.8,23.4,0
47.7,4.26,7.13,0.18,0.84,506.2,21.1,0
46.1,4.15,6.91,1.2,1.5,472.8,15.3,0
46.4,4.59,6.75,5.52,1.65,472.5,18.0,0
47.25,5.46,7.64,3.91,1.86,460.3,20.9,0
48.8,4.36,6.81,0.19,1.06,466.3,21.7,0
49.22,4.4,7.71,0.44,1.86,451.2,13.2,0
44.57,3.58,7.4,0.18,0.98,492.7,16.8,0
9.57,1.38,6.86,0.1,1.23,437.6,17.8,1
54.85,5.04,6.66,3.32,1.43,486.7,19.3,0
51.24,5.15,7.14,0.16,1.45,508.7,13.1,0
50.96,5.5,7.26,1.31,1.29,504.1,17.6,0
44.37,4.91,6.92,3.34,1.25,531.0,10.5,0
43.11,8.18,7.09,3.28,1.49,495.2,17.8,1
7.93,1.67,7.29,0.59,1.62,487.3,19.8,1
49.36,4.59,7.1,0.28,1.38,455.4,15.6,0
56.3,4.43,7.56,1.61,1.88,471.4,18.1,0
37.52,4.62,6.98,2.15,0.98,439.2,16.7,0
43.94,4.54,7.24,5.43,1.74,405.8,22.4,0
45.21,4.4,7.56,2.27,1.0,445.0,12.9,0
50.01,3.73,7.46,3.04,1.81,456.6,16.9,0
38.27,4.19,6.77,3.5,1.32,407.8,14.1,0
48.52,4.72,7.51,0.7,1.62,453.0,17.6,0
39.93,4.34,7.31,0.59,1.65,498.0,14.8,0
40.8,4.67,7.28,0.74,1.75,477.5,17.6,0
38.56,3.99,7.79,2.33,1.25,413.9,13.2,0
44.49,8.02,7.01,1.32,0.92,372.5,23.6,1
48.13,4.48,7.12,0.49,1.34,467.0,24.1,0
43.96,4.19,7.01,4.47,1.28,419.8,19.3,0
42.59,4.38,5.86,18.39,0.42,476.9,22.0,1
54.64,4.68,7.38,2.98,1.93,469.5,15.4,0
38.0,3.83,7.58,6.49,1.4,469.0,23.5,0
43.32,5.41,7.02,0.1,1.67,368.7,21.5,0
49.23,3.67,7.11,0.16,1.67,434.4,16.9,0
46.54,4.96,7.25,3.56,1.57,397.8,20.5,0
38.14,4.12,7.61,0.1,1.49,444.5,12.3,0
46.83,4.07,7.65,4.45,1.25,458.3,9.0,0
40.98,4.01,6.65,2.89,1.79,399.6,19.5,0
46.85,3.99,6.87,0.65,1.86,544.5,18.6,0
47.28,4.77,6.96,0.48,1.48,462.5,16.7,0
43.36,4.48,7.37,0.68,1.63,444.5,19.5,0
48.6,3.8,7.49,0.99,1.68,451.9,11.9,0
43.77,5.02,7.59,2.34,1.77,439.6,15.9,0
48.33,5.6,7.66,0.59,1.55,313.1,20.0,0
49.05,4.26,6.93,0.41,1.63,390.0,20.2,0
49.14,4.49,6.58,1.33,1.14,457.3,19.2,0
47.41,4.5,7.11,0.61,1.35,393.3,15.0,0
52.36,3.66,7.52,1.33,1.8,472.4,13.8,0
49.05,4.38,7.18,1.24,1.33,426.5,15.6,0
50.3,3.62,7.08,0.45,1.28,443.1,13.5,0
41.23,4.49,8.61,32.03,0.27,463.7,24.6,1
39.39,4.91,6.69,0.7,1.0,400.8,18.0,0
48.43,4.61,7.27,0.1,2.15,430.1,18.4,0
54.79,4.6,7.08,4.6,2.16,451.5,23.5,0
37.71,4.2,7.34,0.1,1.23,403.4,10.1,0
45.4,3.83,7.16,0.51,1.15,565.0,16.0,0
47.63,4.56,7.32,0.36,1.81,400.0,14.2,0
45.59,4.44,6.86,1.18,1.0,417.6,19.0,0
43.82,4.19,7.6,0.5,1.69,506.9,12.8,0
53.84,5.09,7.34,0.1,1.89,512.8,27.5,0
46.35,4.51,8.62,30.5,0.3,514.9,16.1,1
16.84,2.54,7.35,0.18,1.55,470.3,17.3,1
