UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
5223,H5223,H,301.9,311.7,1963,41.5,54,0,0,0,0,0,0
5224,M5224,M,299.7,309.1,1615,36.5,82,0,0,0,0,0,0
5225,L5225,L,302.3,312.0,1742,32.1,189,0,0,0,0,0,0
5226,M5226,M,295.2,306.4,1721,39.6,211,1,1,0,0,0,0
5227,H5227,H,296.3,306.6,1907,43.5,230,0,0,0,0,0,0
5228,L5228,L,299.5,309.9,1408,47.0,129,0,0,0,0,0,0
5229,M5229,M,298.6,308.3,1529,45.3,216,0,0,0,0,0,0
5230,M5230,M,302.0,310.0,1596,39.2,18,0,0,0,0,0,0
5231,L5231,L,300.9,310.3,1628,39.2,57,0,0,0,0,0,0
5232,H5232,H,301.6,310.4,1851,47.8,14,1,0,0,1,0,0
5233,L5233,L,298.3,307.0,1343,52.5,34,0,0,0,0,0,0
5234,L5234,L,298.7,308.5,1727,23.6,191,0,0,0,0,0,0
5235,L5235,L,300.4,310.1,1695,35.1,213,0,0,0,0,0,0
5236,H5236,H,299.8,310.8,1390,55.4,217,0,0,0,0,0,0
5237,M5237,M,298.4,310.2,1475,37.8,63,0,0,0,0,0,0
5238,M5238,M,300.8,311.1,1316,42.4,95,0,0,0,0,0,0
5239,M5239,M,300.3,311.3,1784,46.3,50,0,0,0,0,0,0
5240,L5240,L,300.9,311.7,1408,27.6,131,0,0,0,0,0,0
5241,L5241,L,298.1,307.7,1613,40.4,37,0,0,0,0,0,0
5242,M5242,M,302.4,313.6,1956,37.2,104,0,0,0,0,0,0
5243,L5243,L,302.9,313.4,1303,42.6,128,0,0,0,0,0,0
5244,M5244,M,299.2,306.8,1547,37.3,225,0,0,0,0,0,0
5245,M5245,M,301.6,311.2,1752,30.2,82,0,0,0,0,0,0
5246,L5246,L,300.1,309.6,1348,27.9,121,0,0,0,0,0,0
5247,M5247,M,300.7,309.3,1392,24.5,218,0,0,0,0,0,0
5248,L5248,L,299.9,310.9,1486,20.8,178,1,0,0,1,0,0
5249,M5249,M,298.4,308.8,1277,35.6,1,0,0,0,0,0,0
5250,L5250,L,299.2,309.6,1265,24.8,188,1,0,0,1,0,0
5251,L5251,L,297.3,307.2,1382,42.6,71,0,0,0,0,0,0
5252,L5252,L,300.0,311.2,1371,35.7,122,0,0,0,0,0,0
5253,M5253,M,297.8,308.4,1412,49.9,141,0,0,0,0,0,0
5254,L5254,L,298.8,307.6,1269,25.0,159,1,0,0,1,0,0
5255,L5255,L,299.7,308.3,1600,37.7,190,0,0,0,0,0,0
5256,M5256,M,300.7,310.5,1973,43.4,86,0,0,0,0,0,0
5257,L5257,L,299.3,307.7,1814,35.9,40,0,0,0,0,0,0
5258,H5258,H,305.3,314.2,1323,29.5,159,0,0,0,0,0,0
5259,L5259,L,299.4,310.0,1398,35.7,209,1,1,0,0,0,0
5260,L5260,L,299.6,308.9,1310,46.1,85,0,0,0,0,0,0
5261,H5261,H,298.9,309.7,1558,45.1,187,0,0,0,0,0,0
5262,L5262,L,300.6,310.8,1627,30.2,22,0,0,0,0,0,0
5263,L5263,L,298.8,307.6,1433,34.7,180,0,0,0,0,0,0
5264,L5264,L,302.5,311.8,1670,20.2,143,0,0,0,0,0,0
5265,L5265,L,299.7,309.4,1496,36.1,163,0,0,0,0,0,0
5266,L5266,L,298.8,309.4,1879,38.0,124,0,0,0,0,0,0
5267,L5267,L,302.2,313.0,1699,36.8,130,0,0,0,0,0,0
5268,M5268,M,300.0,311.3,1688,22.9,131,0,0,0,0,0,0
5269,L5269,L,299.7,309.6,1603,33.2,63,0,0,0,0,0,0
5270,L5270,L,301.2,310.2,1687,32.4,168,0,0,0,0,0,0
5271,M5271,M,297.6,307.5,1527,25.4,128,0,0,0,0,0,0
5272,L5272,L,296.3,307.6,1662,41.5,35,0,0,0,0,0,0
5273,L5273,L,300.0,308.3,1690,47.1,19,0,0,0,0,0,0
5274,L5274,L,303.0,313.5,1417,54.4,141,0,0,0,0,0,0
5275,L5275,L,299.9,310.2,1726,47.8,134,0,0,0,0,0,0
5276,L5276,L,300.2,309.9,1479,55.3,3,0,0,0,0,0,0
5277,L5277,L,296.2,306.8,1670,41.2,215,1,1,0,0,0,0
5278,L5278,L,299.1,310.1,1618,40.7,201,0,0,0,0,0,0
5279,M5279,M,300.1,311.0,1518,48.4,162,0,0,0,0,0,0
5280,L5280,L,300.2,311.6,1696,26.0,157,0,0,0,0,0,0
5281,L5281,L,301.1,310.9,1754,52.1,50,1,0,0,1,0,0
5282,L5282,L,303.3,314.1,1557,31.4,69,0,0,0,0,0,0
5283,H5283,H,302.1,313.2,1356,54.1,85,0,0,0,0,0,0
5284,L5284,L,300.3,310.8,1505,52.4,120,0,0,0,0,0,0
5285,L5285,L,299.4,309.0,1613,39.8,18,0,0,0,0,0,0
5286,L5286,L,299.4,309.5,1290,36.0,92,0,0,0,0,0,0
5287,M5287,M,300.4,310.1,1435,52.6,108,0,0,0,0,0,0
5288,L5288,L,299.7,309.2,1452,46.2,27,0,0,0,0,0,0
5289,L5289,L,299.3,308.1,1298,40.9,197,0,0,0,0,0,0
5290,L5290,L,302.0,311.9,1668,48.7,117,0,0,0,0,0,0
5291,L5291,L,301.6,311.0,1537,23.9,185,0,0,0,0,0,0
5292,L5292,L,301.5,312.3,1862,35.6,124,0,0,0,0,0,0
5293,M5293,M,298.6,308.8,1807,50.2,85,1,0,0,1,0,0
5294,L5294,L,298.6,308.9,1745,40.0,237,0,0,0,0,0,0
5295,L5295,L,299.6,307.4,1474,21.5,67,1,0,0,1,0,0
5296,H5296,H,296.2,305.9,1539,32.4,221,1,1,0,0,0,0
5297,L5297,L,295.6,305.1,1570,37.0,28,0,0,0,0,0,0
5298,M5298,M,296.6,307.1,1483,21.0,77,1,0,0,1,0,0
5299,L5299,L,298.6,307.8,1467,43.9,78,0,0,0,0,0,0
5300,M5300,M,299.6,309.8,1464,17.4,202,1,0,0,1,0,0
5301,L5301,L,300.3,309.7,1765,36.4,115,0,0,0,0,0,0
5302,H5302,H,298.1,308.1,1666,29.3,126,0,0,0,0,0,0
5303,L5303,L,301.2,310.0,1616,62.4,125,1,0,0,1,0,0
5304,H5304,H,299.4,309.9,1494,54.4,104,0,0,0,0,0,0
5305,L5305,L,299.7,310.4,1497,38.5,120,0,0,0,0,0,0
5306,L5306,L,301.1,311.5,1354,51.7,191,0,0,0,0,0,0
5307,M5307,M,296.8,308.6,1381,30.6,119,0,0,0,0,0,0
5308,L5308,L,303.1,313.7,1145,18.8,197,1,0,0,1,0,0
5309,L5309,L,303.9,313.7,1655,55.6,44,1,0,0,1,0,0
5310,L5310,L,296.2,306.5,1501,34.9,14,0,0,0,0,0,0
5311,L5311,L,303.3,314.6,1711,39.8,116,0,0,0,0,0,0
5312,L5312,L,298.1,307.4,1462,48.3,17,0,0,0,0,0,0
5313,M5313,M,302.9,313.7,1575,38.4,83,0,0,0,0,0,0
5314,L5314,L,299.0,309.5,1564,38.2,235,0,0,0,0,0,0
5315,M5315,M,303.7,315.9,1244,49.5,70,0,0,0,0,0,0
5316,H5316,H,301.3,311.1,1716,55.2,190,1,0,0,1,0,0
5317,L5317,L,298.8,308.9,1525,32.0,84,0,0,0,0,0,0
5318,L5318,L,300.2,310.7,1629,25.4,112,0,0,0,0,0,0
5319,M5319,M,297.4,307.4,1603,15.7,134,1,0,0,1,0,0
5320,M5320,M,297.8,306.4,1472,34.9,219,1,1,0,0,0,0
5321,L5321,L,300.9,311.2,1629,41.0,211,0,0,0,0,0,0
5322,H5322,H,301.8,311.6,1351,38.9,188,0,0,0,0,0,0
5323,L5323,L,299.8,309.7,1531,30.5,203,0,0,0,0,0,0
5324,M5324,M,295.3,305.3,1325,48.4,115,0,0,0,0,0,0
5325,M5325,M,300.3,311.2,1333,33.0,222,0,0,0,0,0,0
5326,M5326,M,298.0,309.7,1785,34.8,30,0,0,0,0,0,0
5327,L5327,L,300.0,310.3,1317,51.7,144,0,0,0,0,0,0
5328,M5328,M,295.9,305.6,1446,34.6,229,0,0,0,0,0,0
5329,H5329,H,302.6,311.1,1823,46.3,175,0,0,0,0,0,0
5330,L5330,L,300.5,309.9,1474,30.4,125,0,0,0,0,0,0
5331,M5331,M,301.0,310.6,1551,34.9,32,0,0,0,0,0,0
5332,M5332,M,299.0,307.5,1309,30.5,134,1,0,1,0,0,0
5333,H5333,H,302.3,312.3,1424,21.5,32,1,0,0,1,0,0
5334,L5334,L,296.8,306.5,1523,14.6,133,1,0,0,1,0,0
5335,L5335,L,299.7,309.2,1757,36.2,128,0,0,0,0,0,0
5336,L5336,L,300.9,311.3,1291,12.0,127,1,0,0,1,0,0
5337,L5337,L,303.9,314.5,1362,47.7,161,0,0,0,0,0,0
5338,M5338,M,300.5,310.4,1826,39.1,5,0,0,0,0,0,0
5339,L5339,L,300.8,311.4,1502,47.1,202,1,1,0,0,0,0
5340,M5340,M,298.4,307.5,1788,43.2,100,0,0,0,0,0,0
5341,M5341,M,299.8,308.6,1557,41.5,218,0,0,0,0,0,0
5342,L5342,L,300.1,308.1,1494,43.2,226,1,1,0,0,0,0
5343,H5343,H,301.5,310.8,1782,53.8,26,1,0,0,1,0,0
5344,L5344,L,301.6,311.0,1785,32.3,117,0,0,0,0,0,0
5345,M5345,M,299.1,310.5,1670,45.7,135,0,0,0,0,0,0
5346,M5346,M,301.7,311.7,1488,38.4,122,0,0,0,0,0,0
5347,M5347,M,303.1,313.7,1559,30.6,221,1,1,0,0,0,0
5348,L5348,L,299.7,309.9,1544,41.3,237,0,0,0,0,0,0
5349,L5349,L,300.7,312.0,1570,31.6,110,0,0,0,0,0,0
5350,L5350,L,297.8,308.4,1567,33.5,150,0,0,0,0,0,0
5351,M5351,M,297.3,308.8,1256,40.5,44,0,0,0,0,0,0
5352,L5352,L,299.0,308.9,1380,35.0,131,0,0,0,0,0,0
5353,H5353,H,300.9,310.9,1286,21.5,81,1,0,0,1,0,0
5354,L5354,L,298.3,308.7,1634,57.7,143,1,0,0,1,0,0
5355,L5355,L,304.4,312.4,1477,43.1,115,0,0,0,0,0,0
5356,M5356,M,301.9,314.0,1806,26.7,174,0,0,0,0,0,0
5357,L5357,L,296.5,306.0,1478,40.2,232,1,1,0,0,0,0
5358,M5358,M,299.1,309.0,1717,44.2,0,0,0,0,0,0,0
5359,L5359,L,301.1,310.0,1566,34.6,181,0,0,0,0,0,0
5360,L5360,L,299.6,310.1,1780,31.1,178,0,0,0,0,0,0
5361,M5361,M,301.2,310.5,1591,47.9,60,0,0,0,0,0,0
5362,L5362,L,299.3,310.0,1459,28.0,200,1,1,0,0,0,0
5363,M5363,M,298.1,307.9,1579,32.2,25,0,0,0,0,0,0
5364,M5364,M,300.9,310.6,1873,59.5,84,1,0,0,1,0,0
5365,L5365,L,301.5,311.8,1584,43.8,153,0,0,0,0,0,0
5366,M5366,M,299.2,308.2,1610,35.3,41,0,0,0,0,0,0
5367,L5367,L,302.6,311.7,1665,44.6,98,0,0,0,0,0,0
5368,L5368,L,296.7,307.1,1540,21.4,107,1,0,0,1,0,0
5369,L5369,L,297.0,307.6,1691,45.3,178,0,0,0,0,0,0
5370,L5370,L,302.6,312.7,1597,55.8,100,1,0,0,1,0,0
5371,L5371,L,301.6,312.1,1614,21.9,85,0,0,0,0,0,0
5372,L5372,L,297.2,307.6,1626,30.1,168,0,0,0,0,0,0
5373,M5373,M,302.1,312.1,1655,55.3,108,1,0,0,1,0,0
5374,L5374,L,300.0,309.2,1745,37.6,148,0,0,0,0,0,0
5375,L5375,L,303.2,311.8,1314,32.6,167,1,0,1,0,0,0
5376,L5376,L,300.0,310.7,2037,33.6,229,0,0,0,0,0,0
5377,L5377,L,304.1,313.1,1658,45.9,84,0,0,0,0,0,0
5378,L5378,L,298.5,309.6,1354,56.3,138,0,0,0,0,0,0
5379,M5379,M,297.7,307.7,1556,45.5,1,0,0,0,0,0,0
5380,L5380,L,298.2,309.1,1619,49.3,157,0,0,0,0,0,0
5381,L5381,L,300.3,311.1,1562,22.0,16,0,0,0,0,0,0
5382,L5382,L,299.5,309.9,1789,52.7,15,1,0,0,1,0,0
5383,L5383,L,299.6,309.1,1727,28.5,140,0,0,0,0,0,0
5384,H5384,H,298.3,308.6,1733,42.2,15,0,0,0,0,0,0
5385,L5385,L,300.2,312.2,1596,6.7,209,1,0,0,1,0,0
5386,M5386,M,297.9,308.6,1806,51.1,60,1,0,0,1,0,0
5387,M5387,M,301.0,311.1,1541,30.5,219,0,0,0,0,0,0
5388,L5388,L,299.0,309.2,1384,33.7,166,0,0,0,0,0,0
5389,L5389,L,298.1,308.5,1476,50.1,63,0,0,0,0,0,0
5390,L5390,L,299.2,308.6,1269,53.8,98,0,0,0,0,0,0
5391,L5391,L,299.2,308.5,1445,47.3,185,0,0,0,0,0,0
5392,H5392,H,297.7,307.4,1578,48.6,214,1,1,0,0,0,0
5393,L5393,L,298.1,309.4,1209,40.8,55,0,0,0,0,0,0
5394,M5394,M,300.2,310.4,1447,30.2,164,0,0,0,0,0,0
5395,M5395,M,298.6,308.4,1478,36.9,166,0,0,0,0,0,0
5396,L5396,L,296.7,306.6,1311,34.9,72,0,0,0,0,0,0
5397,M5397,M,304.8,314.9,1605,36.6,190,0,0,0,0,0,0
5398,M5398,M,293.6,303.3,1402,44.0,99,0,0,0,0,0,0
5399,L5399,L,300.6,309.8,1569,41.2,113,0,0,0,0,0,0
5400,M5400,M,301.9,312.3,1189,33.7,156,0,0,0,0,0,0
5401,L5401,L,300.0,310.3,1214,32.2,108,0,0,0,0,0,0
5402,L5402,L,302.9,312.6,1598,53.0,158,0,0,0,0,0,0
5403,L5403,L,300.2,307.8,1413,55.8,199,1,0,0,0,1,0
5404,L5404,L,300.0,309.7,1575,43.1,85,0,0,0,0,0,0
5405,L5405,L,298.8,308.0,1212,35.0,179,0,0,0,0,0,0
5406,L5406,L,303.4,312.7,1383,42.7,151,0,0,0,0,0,0
5407,H5407,H,298.7,306.4,1825,22.9,36,0,0,0,0,0,0
5408,M5408,M,304.6,314.0,1512,57.4,113,1,0,0,1,0,0
5409,L5409,L,298.8,308.6,1433,51.8,239,1,0,0,0,1,0
5410,L5410,L,299.0,308.5,1644,29.8,209,1,1,0,0,0,0
5411,L5411,L,300.2,309.5,1374,37.8,76,0,0,0,0,0,0
5412,L5412,L,299.4,309.7,1489,30.6,31,0,0,0,0,0,0
5413,L5413,L,300.8,311.9,1833,39.3,108,0,0,0,0,0,0
5414,L5414,L,302.6,312.6,1582,37.6,182,0,0,0,0,0,0
5415,M5415,M,297.9,308.1,1538,42.4,92,0,0,0,0,0,0
5416,M5416,M,301.1,314.2,1599,44.9,57,0,0,0,0,0,0
5417,L5417,L,299.2,309.3,1656,41.8,49,0,0,0,0,0,0
5418,M5418,M,296.1,306.0,1507,34.5,226,1,1,0,0,0,0
5419,M5419,M,303.8,313.5,1752,41.0,117,0,0,0,0,0,0
5420,L5420,L,299.9,309.8,1731,48.0,30,0,0,0,0,0,0
5421,M5421,M,300.8,311.1,1771,21.6,95,0,0,0,0,0,0
5422,L5422,L,301.0,312.3,1778,37.9,158,0,0,0,0,0,0
5423,L5423,L,299.9,307.1,1457,33.5,190,0,0,0,0,0,0
5424,L5424,L,300.8,312.0,1479,49.6,206,1,1,0,0,0,0
5425,M5425,M,299.1,309.8,1538,42.1,201,1,1,0,0,0,0
5426,L5426,L,295.4,306.3,1548,34.2,35,0,0,0,0,0,0
5427,M5427,M,299.4,308.7,1694,45.8,95,0,0,0,0,0,0
5428,L5428,L,300.4,311.1,1775,43.3,29,0,0,0,0,0,0
5429,M5429,M,299.4,311.0,1657,28.4,148,0,0,0,0,0,0
5430,M5430,M,300.4,312.2,1782,46.1,117,0,0,0,0,0,0
5431,L5431,L,298.7,309.5,1501,48.5,170,0,0,0,0,0,0
5432,L5432,L,301.3,312.2,1261,24.8,79,1,0,0,1,0,0
5433,L5433,L,301.0,311.7,1735,24.7,45,0,0,0,0,0,0
5434,L5434,L,300.9,311.5,1441,26.6,71,0,0,0,0,0,0
5435,M5435,M,303.4,314.4,1672,44.9,69,0,0,0,0,0,0
5436,L5436,L,300.7,311.5,1723,30.1,232,1,1,0,0,0,0
5437,M5437,M,302.1,312.8,1823,53.3,202,1,1,0,1,0,0
5438,L5438,L,303.0,313.6,1907,32.1,48,0,0,0,0,0,0
5439,L5439,L,300.6,310.7,1798,58.2,191,1,0,0,1,1,0
5440,M5440,M,297.6,307.1,1583,22.4,19,0,0,0,0,0,0
5441,M5441,M,299.6,310.5,1500,36.7,95,0,0,0,0,0,0
5442,M5442,M,301.8,312.5,1429,46.6,189,0,0,0,0,0,0
5443,M5443,M,300.2,311.3,1386,23.4,220,1,1,0,1,0,0
5444,H5444,H,301.0,311.2,1364,23.4,39,1,0,0,1,0,0
5445,H5445,H,299.9,309.3,1407,56.4,30,0,0,0,0,0,0
5446,M5446,M,300.0,311.2,1711,45.5,20,0,0,0,0,0,0
5447,M5447,M,305.4,315.4,1378,54.5,0,0,0,0,0,0,0
5448,L5448,L,302.8,313.3,1502,45.4,164,0,0,0,0,0,0
5449,M5449,M,297.3,307.0,1565,58.1,194,1,0,0,1,0,0
5450,M5450,M,299.1,307.9,1460,46.8,45,0,0,0,0,0,0
5451,L5451,L,300.9,311.7,1548,42.0,121,0,0,0,0,0,0
5452,L5452,L,297.5,306.4,1446,28.0,157,0,0,0,0,0,0
5453,L5453,L,299.6,311.0,1441,34.5,216,1,1,0,0,0,0
5454,L5454,L,302.5,313.1,1561,51.4,151,0,0,0,0,0,0
5455,L5455,L,303.8,315.3,1277,54.9,197,0,0,0,0,0,0
5456,L5456,L,296.8,306.2,1529,37.0,237,0,0,0,0,0,0
5457,L5457,L,301.6,310.1,1284,57.5,109,1,0,1,0,0,0
5458,M5458,M,299.7,308.9,1462,54.5,175,0,0,0,0,0,0
5459,L5459,L,298.0,306.9,1456,35.8,80,0,0,0,0,0,0
5460,L5460,L,298.7,307.3,1602,33.5,202,0,0,0,0,0,0
5461,M5461,M,299.2,309.0,1408,62.3,214,1,0,0,1,1,0
5462,M5462,M,300.9,311.1,1508,38.0,154,0,0,0,0,0,0
5463,M5463,M,302.0,311.9,1566,44.8,96,0,0,0,0,0,0
5464,H5464,H,299.2,309.6,1428,57.2,125,0,0,0,0,0,0
5465,H5465,H,301.3,312.6,1371,49.3,132,0,0,0,0,0,0
5466,H5466,H,301.0,310.8,1763,43.7,148,0,0,0,0,0,0
5467,L5467,L,305.2,315.8,1855,21.4,149,0,0,0,0,0,0
5468,L5468,L,295.6,305.0,1375,31.7,28,0,0,0,0,0,0
5469,L5469,L,299.7,310.4,1596,36.7,161,0,0,0,0,0,0
5470,L5470,L,298.0,307.8,1366,57.3,112,0,0,0,0,0,0
5471,M5471,M,300.9,311.9,1641,40.7,160,0,0,0,0,0,0
5472,L5472,L,297.8,308.5,1672,46.7,14,0,0,0,0,0,0
5473,L5473,L,300.0,310.3,1370,57.2,200,1,1,0,0,1,0
5474,M5474,M,299.1,308.4,1538,52.7,220,0,0,0,0,0,0
5475,L5475,L,300.2,308.3,1613,43.7,119,0,0,0,0,0,0
5476,M5476,M,297.4,307.6,1415,37.7,73,0,0,0,0,0,0
5477,H5477,H,302.8,313.6,1566,57.9,2,1,0,0,1,0,0
5478,M5478,M,299.2,309.8,1674,35.0,5,0,0,0,0,0,0
5479,L5479,L,296.8,307.5,1203,54.1,48,0,0,0,0,0,0
5480,L5480,L,300.4,310.1,1583,49.1,87,0,0,0,0,0,0
5481,M5481,M,298.7,310.0,1451,20.7,139,1,0,0,1,0,0
5482,L5482,L,299.5,309.4,1475,39.3,133,0,0,0,0,0,0
5483,M5483,M,301.1,311.6,1561,47.8,48,0,0,0,0,0,0
5484,L5484,L,301.1,311.5,1437,48.6,65,0,0,0,0,0,0
5485,H5485,H,302.8,311.7,1787,36.6,109,0,0,0,0,0,0
5486,L5486,L,300.0,308.6,1554,41.1,238,1,1,0,0,0,0
5487,M5487,M,298.4,307.7,1403,40.4,62,0,0,0,0,0,0
5488,L5488,L,301.7,312.7,1532,38.2,12,0,0,0,0,0,0
5489,H5489,H,296.4,306.9,1323,52.1,136,0,0,0,0,0,0
5490,L5490,L,301.2,310.2,1408,27.9,169,0,0,0,0,0,0
5491,M5491,M,298.0,308.0,1707,35.9,78,0,0,0,0,0,0
5492,M5492,M,298.5,307.5,1538,41.5,0,0,0,0,0,0,0
5493,M5493,M,298.6,309.8,1669,66.8,189,1,0,0,1,1,0
5494,L5494,L,299.3,309.0,1530,33.2,34,0,0,0,0,0,0
5495,H5495,H,300.8,310.5,1487,40.8,98,0,0,0,0,0,0
5496,M5496,M,299.8,310.7,1749,41.5,19,0,0,0,0,0,0
5497,L5497,L,300.0,311.4,1564,61.5,95,1,0,0,1,0,0
5498,M5498,M,299.6,310.7,1729,35.1,27,0,0,0,0,0,0
5499,L5499,L,298.2,308.3,1416,39.1,135,0,0,0,0,0,0
5500,L5500,L,297.4,306.9,1359,18.6,103,1,0,0,1,0,0
5501,M5501,M,296.3,306.2,1721,37.3,53,0,0,0,0,0,0
5502,H5502,H,301.5,311.5,1577,43.0,17,0,0,0,0,0,0
5503,L5503,L,299.4,310.9,1112,25.4,26,1,0,0,1,0,0
5504,L5504,L,296.5,306.7,1673,54.3,127,1,0,0,1,0,0
5505,L5505,L,301.2,311.8,1553,44.3,214,1,1,0,0,0,0
5506,M5506,M,302.3,313.0,1323,25.5,75,0,0,0,0,0,0
5507,L5507,L,300.6,311.7,1630,45.4,35,0,0,0,0,0,0
5508,L5508,L,298.1,307.0,1470,39.8,55,0,0,0,0,0,0
5509,L5509,L,301.0,312.9,1582,42.3,1,0,0,0,0,0,0
5510,H5510,H,301.9,310.6,1429,31.7,167,0,0,0,0,0,0
5511,L5511,L,300.8,309.2,1529,28.9,173,0,0,0,0,0,0
5512,L5512,L,300.5,309.4,1558,45.1,55,0,0,0,0,0,0
5513,L5513,L,298.7,309.5,1457,32.0,221,1,1,0,0,0,0
5514,L5514,L,296.3,306.4,1411,36.0,106,0,0,0,0,0,0
5515,L5515,L,298.7,308.3,1487,44.1,229,1,1,0,0,0,0
5516,L5516,L,301.0,309.6,1583,41.5,173,0,0,0,0,0,0
5517,L5517,L,298.5,308.2,1582,49.2,138,0,0,0,0,0,0
5518,L5518,L,299.2,310.0,1094,21.2,80,1,0,0,1,0,0
5519,M5519,M,297.3,306.0,1539,35.3,87,0,0,0,0,0,0
5520,L5520,L,297.7,307.1,1597,27.3,125,0,0,0,0,0,0
5521,M5521,M,297.2,308.1,1707,58.7,232,1,1,0,1,1,0
5522,M5522,M,301.3,311.5,1694,15.3,12,1,0,0,1,0,0
5523,L5523,L,297.2,306.7,1562,27.1,229,0,0,0,0,0,0
5524,H5524,H,303.0,313.3,1483,38.6,233,0,0,0,0,0,0
5525,M5525,M,300.2,311.7,1230,15.6,123,1,0,0,1,0,0
5526,L5526,L,300.1,310.5,1343,43.2,84,0,0,0,0,0,0
5527,H5527,H,298.4,310.3,1637,39.4,226,1,1,0,0,0,0
5528,L5528,L,297.6,306.4,1598,52.3,28,0,0,0,0,0,0
5529,H5529,H,298.9,309.2,1615,37.0,93,0,0,0,0,0,0
5530,M5530,M,297.4,307.7,1656,50.4,213,0,0,0,0,0,0
5531,H5531,H,301.3,312.5,1445,40.2,68,0,0,0,0,0,0
5532,L5532,L,305.3,316.1,1700,30.5,102,0,0,0,0,0,0
5533,M5533,M,299.5,310.0,1610,48.0,216,0,0,0,0,0,0
5534,L5534,L,301.2,313.2,1677,42.1,153,0,0,0,0,0,0
5535,L5535,L,301.5,311.6,1880,35.0,208,0,0,0,0,0,0
5536,M5536,M,299.3,309.0,1457,32.3,131,0,0,0,0,0,0
5537,L5537,L,303.2,313.9,1452,26.9,139,0,0,0,0,0,0
5538,L5538,L,301.7,311.5,1400,53.3,120,0,0,0,0,0,0
5539,L5539,L,298.5,309.1,1448,36.5,76,0,0,0,0,0,0
5540,M5540,M,302.7,313.8,1602,41.8,138,0,0,0,0,0,0
5541,L5541,L,301.3,313.1,1461,46.4,238,1,0,0,0,1,0
5542,L5542,L,297.9,308.1,1496,34.7,228,1,1,0,0,0,0
5543,M5543,M,294.6,304.6,1661,30.4,79,0,0,0,0,0,0
5544,L5544,L,298.6,309.3,1652,47.6,53,0,0,0,0,0,0
5545,L5545,L,298.0,308.7,1516,38.5,132,0,0,0,0,0,0
5546,L5546,L,299.2,308.8,1576,36.1,238,0,0,0,0,0,0
5547,L5547,L,299.2,309.7,1558,31.8,95,0,0,0,0,0,0
5548,L5548,L,298.6,308.6,1337,31.3,0,0,0,0,0,0,0
5549,M5549,M,297.8,308.1,1528,31.5,75,0,0,0,0,0,0
5550,L5550,L,301.7,311.2,1840,38.5,1,0,0,0,0,0,0
5551,M5551,M,297.6,306.9,1623,52.2,49,0,0,0,0,0,0
5552,L5552,L,301.1,309.3,1678,42.1,68,0,0,0,0,0,0
5553,L5553,L,302.1,312.8,1497,52.6,181,0,0,0,0,0,0
5554,L5554,L,297.7,307.2,1524,34.6,7,0,0,0,0,0,0
5555,H5555,H,301.0,310.3,1536,35.7,163,0,0,0,0,0,0
5556,M5556,M,297.9,307.7,1858,44.3,139,0,0,0,0,0,0
5557,M5557,M,295.8,306.2,1645,38.4,108,0,0,0,0,0,0
5558,L5558,L,301.3,312.1,1587,42.3,122,0,0,0,0,0,0
5559,M5559,M,301.5,312.5,1719,25.9,236,1,1,0,0,0,0
5560,L5560,L,299.7,310.2,1746,31.0,1,0,0,0,0,0,0
5561,M5561,M,301.6,312.2,1476,50.7,176,0,0,0,0,0,0
5562,M5562,M,305.7,313.7,1385,36.9,65,0,0,0,0,0,0
5563,L5563,L,297.9,308.0,1940,54.5,76,1,0,0,1,0,0
5564,L5564,L,297.9,307.0,1443,31.5,158,0,0,0,0,0,0
5565,H5565,H,299.4,308.6,1856,43.0,122,0,0,0,0,0,0
5566,L5566,L,300.8,308.8,1873,29.6,155,0,0,0,0,0,0
5567,M5567,M,300.8,310.3,1644,56.0,204,1,1,0,1,0,0
5568,L5568,L,301.0,311.1,1711,41.0,228,0,0,0,0,0,0
5569,M5569,M,299.9,310.8,1274,47.7,159,0,0,0,0,0,0
5570,L5570,L,301.2,312.3,1439,15.9,79,1,0,0,1,0,0
5571,L5571,L,300.5,310.8,1576,39.3,236,0,0,0,0,0,0
5572,M5572,M,298.7,307.2,1436,55.7,181,0,0,0,0,0,0
5573,M5573,M,301.3,311.0,1316,41.2,89,0,0,0,0,0,0
5574,M5574,M,302.1,311.1,1500,36.2,185,0,0,0,0,0,0
5575,H5575,H,299.2,308.5,1859,43.2,59,0,0,0,0,0,0
5576,L5576,L,301.0,311.3,1493,40.5,225,0,0,0,0,0,0
5577,M5577,M,303.9,315.6,1316,24.8,132,1,0,0,1,0,0
5578,M5578,M,299.9,310.2,1859,27.8,174,0,0,0,0,0,0
5579,L5579,L,300.7,308.2,1274,19.7,235,1,0,1,1,0,0
5580,L5580,L,298.2,309.0,1450,41.3,31,0,0,0,0,0,0
5581,M5581,M,301.1,312.0,1287,23.9,99,1,0,0,1,0,0
5582,M5582,M,296.4,306.2,1663,44.4,34,0,0,0,0,0,0
5583,L5583,L,298.4,309.9,1247,60.1,229,1,0,0,0,1,0
5584,M5584,M,304.6,313.7,1274,66.8,232,1,1,0,0,1,0
5585,M5585,M,299.1,309.8,1483,53.7,133,0,0,0,0,0,0
5586,M5586,M,295.5,304.9,1642,58.6,45,1,0,0,1,0,0
5587,L5587,L,300.2,309.5,1518,59.5,17,1,0,0,1,0,0
5588,L5588,L,301.5,309.8,1633,45.1,192,0,0,0,0,0,0
