supply_air_temp_c,return_air_temp_c,humidity_pct,airflow_cfm,power_draw_kw,refrigerant_pressure_psi,runtime_hours,anomaly
22.12,22.05,41.7,2427,15.73,177.4,6607,0
25.76,24.0,35.2,1681,17.66,87.7,22629,1
21.78,23.94,60.1,1670,12.53,211.2,18108,0
23.35,25.59,46.1,2340,14.45,204.9,37674,0
20.34,24.73,63.9,1956,13.4,192.2,34490,0
37.48,32.23,37.7,1747,12.34,214.8,23797,1
23.14,23.1,35.7,1547,16.92,205.7,36461,0
23.35,24.14,41.4,2077,15.83,193.1,33346,0
23.19,24.63,31.2,2256,40.13,167.8,22495,1
20.28,26.83,63.2,1792,16.61,186.9,39569,0
21.2,24.96,41.0,2474,20.56,207.3,38724,0
22.76,24.24,39.1,2018,17.48,56.4,14647,1
19.68,22.36,53.8,2133,18.79,233.5,11900,0
22.96,23.96,52.3,2373,14.22,229.0,47305,0
22.71,22.26,44.6,2162,16.25,191.4,594,0
22.13,23.26,49.5,1378,18.12,207.2,2731,0
21.4,22.26,52.3,2335,16.51,226.7,12622,0
20.79,21.66,44.7,1931,12.9,187.9,10780,0
23.8,22.39,38.8,2378,16.01,199.6,34652,0
21.41,22.83,44.4,2288,15.18,191.0,9563,0
23.8,23.2,37.4,2224,13.15,177.7,41475,0
20.48,22.76,42.8,2053,31.07,211.2,15108,1
21.56,26.51,45.3,2263,42.08,199.1,29645,1
23.6,24.18,41.0,1441,13.65,196.2,18103,0
22.98,23.26,45.5,2487,10.16,201.6,46910,0
24.32,22.83,39.6,2172,14.09,204.1,31889,0
21.97,24.14,33.6,1963,10.51,148.7,3322,0
20.4,19.97,50.7,2262,11.58,220.2,23393,0
20.2,24.13,49.2,1928,14.37,205.4,26659,0
21.03,26.04,46.0,2175,14.31,207.1,38229,0
22.9,21.5,42.3,1860,10.15,212.1,5259,0
21.16,21.13,47.7,1633,12.11,196.6,11403,0
23.04,21.61,36.5,1586,16.99,168.5,49057,0
21.12,25.38,56.1,2105,15.48,231.1,14241,0
20.88,26.87,54.5,1962,16.22,222.0,16983,0
21.83,24.85,36.5,1759,16.04,202.1,34899,0
23.41,22.65,29.7,257,14.41,223.9,47763,1
21.55,22.76,46.1,2107,18.04,196.3,9008,0
22.48,25.24,48.8,1508,17.45,217.0,21630,0
21.34,24.02,43.7,2108,14.33,192.3,5972,0
23.07,23.77,38.6,2231,16.77,197.5,36782,0
41.44,32.31,50.0,1457,16.57,198.9,19765,1
22.8,26.21,56.2,2613,7.28,219.4,7314,0
23.11,26.34,44.9,1632,8.88,188.5,14502,0
22.54,22.04,50.9,1990,14.09,198.4,15177,0
21.67,24.8,42.8,2027,14.7,212.0,39495,0
23.13,23.72,49.6,609,19.37,162.6,32299,1
23.69,22.21,43.5,2271,17.0,218.4,16511,0
22.11,25.47,49.1,1736,15.75,211.3,3569,0
23.06,25.95,35.2,2076,15.28,184.8,7747,0
22.49,23.15,27.5,2161,12.62,214.1,26587,0
20.94,24.52,44.8,1652,12.87,214.6,31539,0
22.17,23.97,39.1,2306,14.31,191.5,40930,0
22.0,21.95,27.8,1624,12.02,194.3,41106,0
22.88,23.65,54.8,2421,18.66,178.4,13168,0
24.65,23.73,45.2,1660,15.91,186.0,4879,0
22.19,23.45,51.1,1789,17.77,210.6,37478,0
25.0,24.29,37.3,1730,11.96,186.3,16590,0
40.33,30.57,48.8,1548,14.22,221.1,34584,1
21.14,25.18,40.8,2035,8.39,183.4,34219,0
19.16,22.32,44.1,2316,15.31,220.2,22927,0
24.66,22.43,47.1,485,16.69,195.6,32004,1
22.43,23.06,44.2,2015,31.52,196.0,31539,1
23.49,24.9,57.3,2241,15.97,158.5,43336,0
17.79,21.85,44.1,1598,18.23,203.8,49032,0
37.65,36.54,44.4,1805,16.65,183.3,10154,1
20.39,23.94,56.8,2213,14.3,217.6,44529,0
17.34,22.88,51.5,2535,11.77,196.3,48251,0
22.52,25.12,45.1,1632,8.07,198.5,4652,0
22.5,24.59,54.2,1772,37.65,195.8,36020,1
20.71,24.03,41.4,1842,16.51,113.4,18019,1
22.05,23.57,31.1,2146,19.95,219.7,31492,0
19.97,24.86,49.9,1764,13.03,215.9,16874,0
23.45,22.05,44.0,2116,16.79,217.5,46036,0
20.67,25.62,50.3,1697,12.55,225.4,32415,0
23.81,26.12,45.2,2863,16.19,185.7,38470,0
21.38,22.08,39.7,1654,12.49,220.5,25398,0
20.45,25.18,47.4,2378,16.91,165.7,33215,0
19.87,23.13,17.6,1999,10.64,213.4,24889,0
22.95,23.05,50.3,1881,25.37,177.1,49789,0
21.16,21.55,44.0,2224,14.7,207.4,21094,0
20.49,22.73,39.2,1519,24.26,217.3,39782,0
24.24,26.89,46.1,1897,14.6,175.4,26251,0
22.53,25.55,51.4,443,16.97,204.5,24480,1
22.46,23.21,50.1,2128,12.86,199.2,14645,0
23.56,24.34,30.7,2172,15.28,183.9,36685,0
21.2,25.15,53.3,442,11.58,183.6,46345,1
22.21,24.9,41.3,2276,7.61,200.5,45851,0
23.16,25.71,37.3,1660,11.68,179.9,6659,0
22.19,25.32,46.7,2189,20.96,211.1,45726,0
22.43,25.53,32.8,2138,16.34,242.6,45272,0
20.23,22.0,41.8,1754,14.3,181.1,6912,0
22.32,26.27,51.5,2328,10.39,203.5,9685,0
22.47,20.87,54.5,2301,8.76,184.1,5442,0
21.96,22.09,53.2,2043,15.08,207.0,36349,0
21.28,24.75,44.6,2154,15.96,207.7,28227,0
22.25,25.5,46.9,2066,14.57,184.8,49111,0
20.29,24.91,30.1,1984,16.42,231.4,5001,0
20.69,22.84,37.4,1802,15.28,168.1,44830,0
22.13,23.78,23.8,1564,13.92,221.4,15276,0
21.8,23.59,34.2,1376,15.45,196.3,34484,0
38.96,33.9,48.2,1746,17.91,200.4,10003,1
22.9,24.04,46.2,2123,11.52,184.4,30819,0
20.54,23.68,40.1,2430,20.48,228.9,23485,0
20.45,22.14,51.8,1965,15.65,188.4,26869,0
24.14,23.59,44.2,2024,14.45,218.2,11269,0
18.82,20.59,53.3,1799,16.13,178.0,1767,0
21.2,23.28,30.0,1649,14.59,199.0,6967,0
21.71,23.68,38.2,2287,31.47,200.0,46402,1
36.72,29.17,45.8,1985,12.88,236.1,42623,1
21.87,24.42,53.2,2108,16.68,218.9,11866,0
22.92,24.05,44.0,1654,14.97,223.7,6993,0
20.33,24.22,51.3,1876,16.84,183.4,32767,0
20.41,26.21,45.6,2475,19.38,198.2,2556,0
23.8,26.19,53.3,1864,13.19,195.2,31105,0
23.68,24.96,48.4,2448,15.04,181.0,16708,0
20.66,23.35,50.6,2138,14.74,174.2,15530,0
19.84,21.37,43.9,1887,18.42,119.9,36567,1
20.72,22.87,54.7,534,12.38,202.1,25824,1
21.87,23.26,52.2,1165,12.02,189.2,9772,0
24.5,26.4,48.4,1221,12.93,220.5,31235,0
22.21,22.39,34.5,1555,20.35,142.1,44075,0
21.25,24.46,45.1,2102,31.37,203.7,16371,1
23.19,25.87,38.7,1627,12.31,201.2,27984,0
21.37,25.56,46.0,2111,14.71,201.8,4459,0
20.69,23.37,49.5,2596,16.2,218.8,6213,0
22.3,24.8,53.0,2416,11.74,199.9,46597,0
23.67,25.99,51.2,2100,10.07,205.7,16331,0
24.81,23.98,45.3,2094,17.72,229.3,3471,0
23.96,26.02,41.0,2233,11.3,212.6,24682,0
23.44,26.67,32.9,1645,12.4,190.3,44916,0
23.41,24.45,43.6,1937,10.64,164.8,1817,0
22.38,24.6,38.4,2395,40.93,201.9,38496,1
22.66,24.77,34.3,2228,20.72,191.3,37057,0
22.93,22.37,51.4,1736,10.77,224.4,10978,0
22.81,24.31,34.9,324,17.77,185.9,6812,1
24.4,23.98,55.0,1804,16.04,166.4,25614,0
22.19,23.25,53.0,2243,11.1,180.1,21838,0
20.22,24.73,52.1,1812,20.37,203.8,24795,0
22.64,23.04,53.5,2197,19.08,201.7,31814,0
21.92,23.27,38.1,2001,16.65,194.6,37444,0
24.1,24.47,51.7,2382,11.9,194.7,14856,0
20.8,23.84,51.5,2069,12.98,237.8,49895,0
23.76,25.62,58.7,2181,13.88,166.1,43535,0
22.26,22.93,47.6,2301,15.43,176.6,46905,0
19.85,24.73,47.2,2471,10.67,178.0,31867,0
19.22,22.84,42.2,2253,22.06,191.9,15752,0
21.88,23.51,39.7,2397,18.05,196.7,13305,0
21.73,23.77,49.1,2203,17.65,145.3,36769,0
18.19,25.37,29.7,1619,12.56,156.0,7572,0
22.12,22.38,46.2,1465,17.18,237.8,19071,0
20.49,25.23,53.6,1698,17.85,182.1,9619,0
30.73,35.94,54.4,2457,12.99,194.3,24594,1
21.6,23.12,37.7,1323,17.4,192.8,46286,0
22.69,22.99,50.0,1793,13.96,204.1,8589,0
37.98,30.19,46.1,2032,19.18,171.3,44914,1
23.92,23.77,33.7,2343,15.36,174.7,45927,0
22.64,23.16,40.7,1723,11.22,228.8,47149,0
22.43,24.52,51.0,1808,15.27,215.5,39438,0
25.58,24.36,39.2,2530,9.91,188.9,36965,0
21.53,26.31,58.0,1912,17.67,187.6,49458,0
23.77,26.43,41.9,1499,15.87,204.7,35071,0
38.65,35.0,47.1,1853,10.97,225.1,18434,1
23.46,23.93,44.3,2094,8.71,202.2,10556,0
20.06,24.87,34.4,2296,19.59,185.6,41790,0
40.08,34.03,42.0,1806,15.22,229.7,34296,1
23.19,24.13,49.7,2308,12.17,227.9,11851,0
23.75,23.17,47.4,1575,15.0,206.0,47267,0
22.12,22.83,39.1,2188,13.49,194.7,30704,0
22.14,23.59,59.2,1744,14.54,191.1,20579,0
20.81,23.57,54.0,1838,12.49,135.4,10967,1
21.72,26.91,42.7,2120,20.16,180.2,37437,0
29.92,35.38,29.7,1844,9.11,180.6,27651,1
22.75,26.39,43.9,2123,18.92,221.2,18641,0
20.22,23.09,47.9,1691,18.81,209.6,16603,0
22.82,21.04,50.1,1875,14.22,224.8,40894,0
19.7,22.06,55.4,1871,15.21,219.6,15721,0
22.79,24.77,35.0,1727,17.88,199.9,13343,0
21.64,22.8,47.5,2305,13.16,199.1,41072,0
22.4,24.83,48.4,2485,12.52,202.4,40343,0
23.55,24.15,31.2,2122,14.94,186.0,24665,0
24.49,22.35,53.6,2033,17.42,168.7,39176,0
26.02,22.43,45.8,1464,11.76,191.8,23738,0
22.26,23.31,44.2,1469,12.51,203.2,31197,0
20.94,26.69,42.4,1837,11.78,195.6,33951,0
24.75,25.18,40.9,1996,12.67,199.0,20505,0
25.88,24.56,45.8,2162,12.12,225.1,42390,0
23.28,25.32,56.1,2018,12.28,207.0,35326,0
20.03,22.3,46.4,1642,16.32,178.4,36904,0
23.52,25.01,45.1,1762,15.74,194.5,30583,0
21.81,24.52,39.2,2080,20.34,187.2,36942,0
22.97,22.64,56.0,2183,16.71,179.9,25137,0
23.84,25.14,43.5,1983,14.72,184.8,6392,0
23.2,26.71,50.1,2182,14.52,58.3,35348,1
20.04,25.1,56.3,2298,13.87,198.9,4549,0
22.18,25.2,40.8,2096,11.85,188.7,41315,0
22.01,23.57,35.5,2099,14.56,226.3,24038,0
22.78,24.05,54.6,2717,14.44,187.5,16751,0
21.34,21.68,42.6,1593,13.5,236.3,48828,0
21.45,22.97,38.7,2391,17.56,188.4,12121,0
21.52,21.37,48.4,1964,14.74,114.3,25117,1
24.54,24.5,55.4,2449,15.71,195.6,24532,0
21.19,23.01,55.6,1700,19.06,212.3,29611,0
23.02,25.19,64.0,1860,14.66,197.6,3272,0
22.7,21.8,38.4,2370,42.93,226.4,38935,1
23.87,22.5,40.9,1191,18.45,220.5,20873,0
24.95,22.69,43.7,476,16.6,187.6,1819,1
19.88,22.96,46.1,2299,19.6,178.7,26126,0
23.2,23.01,36.2,2381,16.07,194.8,28706,0
21.5,25.3,51.5,2438,16.65,247.8,46754,0
23.15,24.4,42.4,1969,16.15,219.0,6081,0
20.46,24.07,52.8,395,13.05,181.8,560,1
21.62,26.12,39.1,1929,15.53,184.6,32603,0
21.21,23.05,53.4,1396,10.24,99.8,36473,1
21.73,26.79,39.1,2055,15.54,222.8,22078,0
21.69,25.96,53.5,1802,20.05,233.6,27868,0
20.5,23.51,35.6,1813,14.62,193.2,41577,0
20.59,22.6,47.0,2181,16.58,193.7,12671,0
22.18,23.5,36.7,1569,18.99,216.9,40616,0
22.72,21.0,43.5,2451,13.73,202.5,25200,0
22.54,22.3,40.5,2145,15.91,203.6,40696,0
20.14,25.88,48.8,2013,12.66,183.0,45729,0
20.24,24.5,43.1,2208,12.86,203.2,31005,0
23.14,25.67,56.4,2432,9.89,158.3,31911,0
22.85,26.84,55.3,2059,15.0,210.2,16858,0
20.9,26.07,42.1,1777,15.77,174.6,47272,0
20.63,22.71,43.4,1621,16.02,189.2,47083,0
20.27,23.24,45.5,2202,12.51,177.7,5509,0
23.27,27.02,35.6,2141,12.13,201.3,24639,0
23.27,25.36,52.2,1615,14.13,220.1,44281,0
20.78,23.59,46.8,2436,14.14,210.9,32378,0
22.63,23.06,49.1,1758,12.64,195.5,27855,0
22.41,24.21,67.0,3177,14.68,232.2,8277,0
22.14,23.25,40.2,2420,15.49,180.7,8392,0
22.97,24.84,48.3,2007,18.18,194.0,21985,0
23.52,23.11,44.7,1509,17.86,172.5,49565,0
23.62,24.08,37.5,1841,13.42,206.4,46630,0
19.78,23.88,43.8,2066,11.89,206.3,3146,0
34.85,38.63,40.6,2168,16.45,169.3,18607,1
20.18,26.1,54.9,1888,17.74,183.7,15572,0
23.36,23.57,47.8,2587,18.06,206.4,17326,0
20.9,25.78,62.4,1687,15.28,187.4,30248,0
24.77,24.6,43.7,2072,19.89,212.9,37496,0
32.29,32.44,40.5,2167,15.24,196.7,1887,1
22.25,24.2,64.5,1863,34.36,190.1,12122,1
22.08,26.23,35.7,233,14.93,195.6,19735,1
20.62,23.89,35.9,1623,18.75,218.6,1553,0
22.38,24.62,54.0,2371,15.97,168.7,47339,0
32.24,33.97,48.8,1507,14.84,191.5,37879,1
23.58,25.9,41.8,1973,16.49,60.4,49007,1
21.37,25.61,40.7,1990,17.81,190.2,40729,0
27.66,22.32,44.4,1829,21.48,163.8,31474,0
24.7,27.47,47.3,1850,17.6,175.1,42109,0
22.43,22.17,52.7,1611,11.68,122.8,12536,1
18.64,24.69,33.6,2329,18.91,209.7,49243,0
21.65,24.46,47.1,1941,13.8,202.0,15249,0
22.23,23.62,39.0,2269,13.96,223.4,45570,0
24.4,25.66,45.6,1855,14.37,206.7,6231,0
21.16,25.55,43.3,2203,13.89,70.4,27761,1
19.15,22.62,45.9,1703,13.12,225.6,44448,0
21.49,20.61,50.8,1506,13.74,217.4,25434,0
40.16,31.68,43.1,2041,18.73,193.3,33794,1
21.83,25.71,52.1,1630,17.62,215.5,10182,0
20.68,24.48,51.8,1959,22.9,189.4,24125,0
25.93,22.92,41.0,1995,17.69,218.1,34176,0
23.59,23.58,54.2,1908,14.84,180.2,10657,0
24.62,26.09,41.8,2252,12.22,178.3,25128,0
20.46,22.58,48.2,1868,13.5,223.6,40358,0
23.19,25.55,36.7,2115,28.83,204.3,26703,1
24.85,23.34,57.7,1407,14.39,181.6,28394,0
19.78,22.59,29.7,1822,15.64,179.0,20470,0
24.01,22.1,56.4,2242,17.39,219.5,5044,0
22.21,23.78,59.5,2027,17.62,158.0,29325,0
21.73,25.14,43.9,1613,14.0,189.6,31112,0
22.48,24.03,42.6,1998,14.24,197.5,41140,0
23.13,23.62,37.0,2494,16.23,234.1,12563,0
21.43,25.52,59.8,2538,15.11,195.9,21917,0
22.39,24.9,55.1,1234,16.04,182.7,26436,0
22.26,25.06,51.6,1721,15.96,229.8,34416,0
22.0,22.97,47.7,2201,15.35,147.8,18260,0
38.28,30.92,48.8,2059,21.1,213.9,33419,1
23.1,25.57,51.9,2739,13.61,193.3,1358,0
22.43,25.24,29.1,2368,13.96,211.9,11139,0
19.23,24.33,61.2,1616,16.14,202.7,6603,0
22.77,25.16,56.2,2108,12.42,203.9,13869,0
22.76,25.76,44.1,2247,19.69,195.6,45122,0
22.7,24.24,48.6,2138,20.41,196.5,2627,0
25.02,25.48,44.5,1708,14.52,181.9,9726,0
22.7,23.58,36.0,2135,12.67,226.3,16396,0
24.86,22.25,50.5,1955,14.89,172.4,2493,0
21.85,19.05,38.0,2158,11.74,194.7,32744,0
23.97,22.84,30.7,1829,19.63,221.1,27116,0
25.47,24.01,46.0,1862,15.17,176.2,5742,0
21.51,24.82,44.4,1535,18.22,175.5,1604,0
22.32,21.99,38.1,2132,14.93,199.1,15706,0
21.8,22.29,64.4,2737,12.47,158.0,1073,0
20.55,22.62,38.7,1523,12.15,194.1,46754,0
21.91,25.99,45.9,1933,14.06,195.5,23546,0
24.08,26.36,37.8,1695,14.26,197.8,3923,0
21.16,22.15,39.0,2062,14.96,195.1,28634,0
22.61,24.61,39.9,2312,15.7,213.2,44969,0
25.31,23.47,42.2,2168,18.39,207.2,25436,0
21.19,24.55,43.7,2162,16.35,197.8,44397,0
23.8,25.43,35.9,1886,15.32,187.8,24798,0
22.37,24.05,31.1,1527,10.67,190.3,47887,0
23.34,24.34,37.7,1293,22.86,212.3,40486,0
21.11,20.71,42.2,2369,8.5,172.8,27714,0
22.89,24.12,49.8,2155,13.11,203.0,46983,0
22.7,24.91,43.9,2195,11.83,200.8,33398,0
21.48,22.85,50.8,1878,10.84,173.1,6405,0
19.8,23.45,39.3,2396,13.68,213.8,32062,0
24.08,25.08,42.3,1931,15.16,68.1,18397,1
22.17,24.97,31.7,1792,38.71,156.8,2110,1
23.46,24.61,57.8,2311,11.92,178.1,27624,0
20.74,19.56,30.7,1658,9.98,185.4,14172,0
21.73,24.8,48.4,1708,15.04,222.8,7410,0
23.66,23.6,32.8,2219,16.22,200.0,3502,0
21.2,24.94,32.7,2571,9.44,209.1,45492,0
23.39,24.64,47.4,1529,14.75,193.2,23961,0
20.41,25.69,57.7,2336,20.56,191.1,33810,0
22.05,26.29,40.2,1755,11.9,169.0,22774,0
20.4,24.43,36.0,2160,20.13,173.6,13984,0
22.79,22.42,53.8,2174,44.18,175.3,8988,1
21.43,24.31,47.5,2011,13.57,85.3,284,1
20.73,24.48,42.7,2212,16.25,150.5,37812,1
22.73,22.59,47.8,1995,11.18,182.1,8490,0
22.36,24.24,60.8,2418,32.54,220.0,48165,1
21.93,22.67,52.0,1717,12.67,180.4,323,0
21.69,23.62,39.6,2303,16.55,217.9,47811,0
24.58,25.6,37.9,2005,20.24,177.4,12480,0
24.01,26.05,52.1,2203,14.36,205.7,7552,0
20.2,24.06,42.9,2297,15.17,210.7,47258,0
24.12,20.34,38.3,2046,12.29,196.6,1329,0
20.77,22.9,44.5,1914,17.35,177.1,11561,0
22.44,24.5,41.3,1763,9.77,199.8,33699,0
20.83,21.76,38.9,2203,14.49,159.5,1492,0
21.23,22.87,51.6,2023,10.22,225.0,7178,0
21.3,23.19,48.0,1870,10.29,211.6,49633,0
22.87,25.38,36.7,2031,14.93,191.4,809,0
19.86,23.31,35.3,2195,14.19,178.9,26328,0
23.18,23.26,57.2,2238,12.94,202.7,43156,0
24.47,24.25,57.5,1744,11.62,225.4,40311,0
21.45,22.58,37.8,2151,19.51,256.5,41950,0
22.18,24.08,30.4,1698,13.35,210.8,5102,0
22.62,23.25,33.7,1607,11.7,181.3,32624,0
24.61,24.33,41.7,2494,13.45,202.5,42634,0
21.95,24.77,43.0,1976,18.66,179.6,8785,0
22.88,25.39,41.1,1697,12.04,189.8,40065,0
22.79,21.12,31.7,2161,11.2,200.5,15244,0
21.86,24.0,34.1,2184,16.37,166.5,41841,0
22.89,26.09,42.1,2409,13.51,200.0,47031,0
23.1,24.37,54.1,1683,17.48,182.8,37194,0
22.86,25.28,35.7,1786,9.91,191.4,34522,0
22.02,26.66,55.7,2656,19.88,206.0,14256,0
21.48,24.99,33.2,1481,14.7,197.9,24711,0
23.67,24.43,63.4,1246,16.67,188.7,20589,0
22.07,25.0,37.4,1974,9.76,169.0,43430,0
21.51,22.58,48.7,1679,38.35,177.3,31256,1
23.0,24.55,40.8,266,13.71,232.9,12676,1
18.97,24.5,49.3,1997,14.9,173.2,566,0
22.59,22.15,42.1,2705,12.85,234.6,26102,0
21.2,25.6,50.6,1801,14.56,193.0,9111,0
21.55,25.33,60.3,2556,18.66,213.5,23038,0
21.51,26.21,27.0,2171,16.2,196.5,27460,0
21.17,24.53,46.5,2267,16.11,208.9,48724,0
41.92,34.11,48.1,2290,14.27,188.5,41550,1
22.76,25.04,44.1,1755,16.58,219.5,469,0
22.59,23.24,47.1,1798,14.31,178.7,1781,0
23.5,25.47,42.6,1826,43.15,202.3,23935,1
21.88,26.14,45.0,1592,18.55,165.7,29653,0
23.33,25.12,38.3,1493,12.97,219.3,46902,0
22.87,24.33,63.0,1793,12.0,224.5,735,0
19.88,22.52,48.9,463,16.19,236.4,10643,1
25.09,25.06,40.3,1747,13.47,196.9,49112,0
18.08,25.93,48.2,1986,21.25,217.8,14567,0
23.28,24.75,49.9,1890,12.79,198.7,44234,0
24.43,21.03,44.3,2127,11.4,235.8,36774,0
20.91,22.26,48.3,2145,16.17,226.2,26345,0
21.43,25.0,44.8,2510,10.6,174.4,14235,0
34.49,35.04,47.9,1848,14.95,194.6,18459,1
22.21,24.51,43.9,2267,17.35,194.9,35395,0
23.35,24.89,41.3,2030,15.34,201.3,27073,0
36.91,29.16,28.6,2184,21.15,166.1,15628,1
23.32,25.89,42.7,1857,15.44,184.5,9286,0
21.97,24.2,39.4,1810,18.41,208.3,37017,0
19.75,24.36,54.9,416,17.49,204.4,47012,1
19.58,23.78,54.9,2137,19.6,217.8,12336,0
19.01,23.24,38.6,2118,19.1,218.6,19481,0
21.21,26.68,46.9,1554,17.76,221.8,42726,0
21.48,22.67,45.4,1841,11.9,197.1,34359,0
24.82,22.39,45.4,1767,20.02,214.6,7946,0
20.3,22.8,45.1,2821,18.6,210.4,40222,0
21.4,25.25,39.2,2240,7.23,201.7,24777,0
23.23,25.25,54.7,2053,14.27,189.5,16677,0
19.86,25.63,46.6,1781,9.02,200.7,34358,0
26.7,23.74,41.6,1573,9.93,168.4,33135,0
21.07,22.08,51.7,2429,12.53,232.0,6271,0
23.5,25.52,45.4,2285,11.11,185.2,6563,0
20.57,24.23,47.4,2018,17.23,221.8,43125,0
23.4,23.38,48.9,2259,17.04,200.9,18363,0
33.64,35.43,44.5,1977,13.38,224.9,38520,1
24.59,21.2,44.6,436,15.39,194.5,46312,1
20.54,21.94,36.3,1814,12.67,189.4,42519,0
21.38,23.63,50.3,1952,14.24,180.9,23226,0
22.29,23.88,34.4,2142,16.04,185.5,25701,0
23.87,27.1,51.0,1680,17.31,185.3,10177,0
22.13,25.8,54.5,1922,16.58,176.0,46708,0
23.4,20.73,39.0,1748,14.58,211.9,28699,0
20.01,22.63,47.6,1996,14.79,207.2,32841,0
22.59,26.78,33.2,1584,13.96,209.3,33542,0
23.09,26.28,39.7,1878,16.56,170.2,13503,0
21.23,24.15,54.8,2383,9.51,192.2,4015,0
21.31,24.41,44.9,1777,17.75,210.7,28726,0
20.43,22.57,38.7,387,21.49,202.4,30366,1
23.67,24.45,53.0,1735,15.51,230.0,35173,0
33.51,34.51,26.9,2247,10.02,202.6,49273,1
23.14,24.82,61.4,1434,17.59,187.8,29958,0
21.88,23.87,41.1,2323,16.17,202.9,14194,0
22.93,22.42,47.1,2171,15.3,190.7,29367,0
23.74,26.21,35.1,1743,14.77,174.8,29850,0
22.84,26.36,57.4,1663,18.06,181.9,31259,0
21.44,21.85,56.4,1821,11.15,197.3,20944,0
22.92,24.87,61.0,1963,16.91,198.9,7537,0
23.12,26.0,48.0,2316,9.54,77.2,37309,1
23.5,24.95,51.7,2055,13.27,181.9,15265,0
22.12,27.25,50.3,1828,12.44,172.4,18017,0
18.5,23.32,47.0,1571,44.28,187.8,26815,1
24.17,24.26,39.1,1876,11.05,202.1,21480,0
24.47,24.83,40.5,1453,16.96,223.3,49962,0
19.9,24.76,44.3,2105,16.14,186.4,26442,0
19.15,24.37,47.2,1941,16.44,199.1,37417,0
22.58,21.33,36.0,1877,20.02,178.2,23568,0
23.23,24.11,55.7,2205,13.86,210.8,46993,0
21.11,22.24,34.4,1995,9.0,192.0,45829,0
24.17,21.72,42.6,1566,17.72,185.0,1962,0
21.08,25.33,51.1,2150,17.48,179.1,22563,0
20.66,24.96,50.1,1307,17.5,188.0,31318,0
22.83,25.13,44.0,2054,18.58,196.9,36789,0
23.34,25.38,41.5,2260,15.15,204.7,2793,0
21.19,21.66,53.5,2080,18.89,194.0,36922,0
19.5,23.95,46.0,1710,12.74,224.8,34487,0
22.67,26.33,44.6,1281,18.4,197.4,20115,0
22.08,21.66,37.0,1914,12.29,209.2,12036,0
19.78,24.22,41.0,1741,14.19,201.4,30831,0
25.22,23.1,47.6,1900,11.82,231.3,24492,0
24.91,25.01,51.8,1240,19.55,192.3,7003,0
21.78,25.09,48.4,2574,12.0,205.0,2484,0
19.72,25.46,41.7,2246,15.61,237.3,21239,0
38.71,35.16,61.2,1730,20.7,223.3,43802,1
20.4,25.52,49.8,1987,11.56,193.5,33676,0
22.28,21.9,53.7,1733,10.26,201.7,23126,0
23.41,26.57,31.9,2355,15.62,252.8,24987,0
20.77,23.84,30.9,1916,10.79,216.2,16693,0
22.06,23.39,42.0,1985,17.77,192.9,16719,0
22.05,23.13,49.7,2307,17.79,196.1,42907,0
20.49,23.8,52.3,2504,15.56,178.9,19516,0
23.69,23.12,53.0,2122,14.46,198.9,43869,0
19.96,24.41,51.9,2152,18.72,178.3,8741,0
19.32,25.65,40.8,2106,13.26,188.2,41538,0
34.64,34.43,43.2,2085,10.58,189.9,3440,1
23.44,23.96,43.5,1741,17.04,186.4,40578,0
21.91,22.91,34.5,1482,13.35,174.0,27812,0
19.2,25.86,47.0,1740,19.29,168.5,36745,0
22.24,25.5,41.1,1795,17.8,225.1,41542,0
21.56,25.37,37.1,2327,12.85,196.2,2421,0
22.26,24.88,49.8,2022,41.87,160.6,9760,1
22.44,23.41,43.2,2091,18.98,121.1,28780,1
20.03,21.97,46.4,2330,16.52,65.1,30369,1
23.91,23.56,41.9,1974,18.63,110.5,29385,1
23.35,20.75,45.9,2297,12.75,213.8,20825,0
22.88,25.71,33.6,2039,18.29,66.3,31333,1
22.94,25.52,58.8,1864,14.73,210.7,17006,0
24.5,22.17,48.9,2301,17.36,188.1,19317,0
20.1,22.5,40.8,1903,12.62,255.0,46450,0
23.52,22.38,34.7,2046,33.4,211.6,7009,1
19.51,24.09,45.0,2048,44.1,202.7,47659,1
21.22,22.24,47.5,2212,12.77,197.6,8298,0
21.0,23.03,42.9,2196,29.96,192.1,24291,1
20.98,25.0,42.9,2384,13.0,182.8,45289,0
20.49,23.21,44.7,1500,8.91,206.0,43171,0
34.14,33.81,44.4,2067,10.43,176.3,37563,1
21.41,21.63,32.7,1553,16.71,203.6,4795,0
22.69,24.66,58.3,1922,14.31,191.8,34116,0
22.21,25.75,50.1,1942,18.18,215.1,45746,0
21.36,25.0,52.0,2054,13.72,177.7,31743,0
22.01,23.39,46.1,1933,17.81,212.4,6228,0
25.09,22.34,43.1,1800,9.45,169.7,42021,0
22.91,21.45,62.3,1757,19.49,202.5,40508,0
25.07,25.01,44.9,1925,11.53,202.2,19902,0
19.91,22.62,48.5,1621,19.18,189.1,26672,0
22.69,24.23,57.1,2059,14.79,198.2,40857,0
21.74,23.89,52.7,2173,14.77,191.5,23682,0
20.0,24.36,45.3,2418,33.4,200.2,15048,1
19.07,25.53,39.8,2601,18.2,176.7,41372,0
21.7,26.18,44.8,1740,32.82,205.2,23159,1
23.16,26.83,46.3,1850,14.7,217.1,26771,0
21.76,24.96,51.5,1747,18.98,194.2,16923,0
21.77,23.95,54.7,2723,18.24,178.3,36640,0
